candidate_type,dataset,detector,image_id,image_path,risk_level,analysis_class_name,gt_class_name,pred_class_name,object_size_bin,score,iou,best_same_class_iou,best_wrong_class_iou,priority,gt_x1,gt_y1,gt_x2,gt_y2,pred_x1,pred_y1,pred_x2,pred_y2,image_width,image_height,total_gt_in_image,total_predictions_in_image
class_confusion,waymo,yolo,13356997604177841771_3360_000_3380_000_1557267380087192,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267380087192.png,high,Cyclist,Cyclist,Pedestrian,small,0.41277099,0.805406,0.0,0.805406,4.968177,430.218,327.822,454.219,397.641,428.63,320.319,455.16,396.57,640,640,52,4
class_confusion,waymo,retinanet,8506432817378693815_4860_000_4880_000_1557857362137378,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857362137378.png,high,Pedestrian,Pedestrian,Cyclist,small,0.75154167,0.45373,0.0,0.45373,4.955272,104.423,323.015,116.634,346.192,105.318,309.937,119.434,344.137,640,640,47,20
class_confusion,waymo,faster_rcnn,9114112687541091312_1100_000_1120_000_1544144326216286,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144326216286.png,high,Vehicle,Vehicle,Pedestrian,small,0.83039314,0.369657,0.0,0.369657,4.95005,225.899,325.333,245.267,340.082,228.585,315.654,242.904,350.351,640,640,48,12
class_confusion,waymo,retinanet,6324079979569135086_2372_300_2392_300_1506988295759068,data\processed\milestone_3\images\waymo\external\6324079979569135086_2372_300_2392_300_1506988295759068.png,high,Cyclist,Cyclist,Pedestrian,small,0.4215636,0.775597,0.0,0.775597,4.947161,57.58,333.761,70.843,361.994,59.171,331.254,70.675,360.951,640,640,36,15
class_confusion,waymo,retinanet,3577352947946244999_3980_000_4000_000_1557847173597426,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847173597426.png,high,Pedestrian,Pedestrian,Cyclist,small,0.77953309,0.416897,0.0,0.416897,4.94643,422.455,321.777,430.297,346.06,413.772,323.229,431.987,345.797,640,640,42,24
class_confusion,waymo,faster_rcnn,8506432817378693815_4860_000_4880_000_1557857366137460,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857366137460.png,high,Pedestrian,Pedestrian,Cyclist,small,0.88517755,0.310362,0.0,0.310362,4.94554,1.895,307.74,14.106,334.498,0.0,316.513,13.328,357.138,640,640,53,14
class_confusion,waymo,faster_rcnn,8506432817378693815_4860_000_4880_000_1557857362637395,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857362637395.png,high,Cyclist,Cyclist,Pedestrian,small,0.83155012,0.354757,0.0,0.354757,4.936307,136.108,313.85,150.634,328.388,137.906,313.304,152.527,347.191,640,640,48,25
class_confusion,waymo,retinanet,9114112687541091312_1100_000_1120_000_1544144333316285,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144333316285.png,high,Pedestrian,Pedestrian,Cyclist,small,0.86004299,0.31907,0.0,0.31907,4.929113,620.116,324.385,632.537,355.357,609.992,316.499,630.008,360.556,640,640,43,9
class_confusion,waymo,faster_rcnn,10289507859301986274_4200_000_4220_000_1557847395672605,data\processed\milestone_3\images\waymo\external\10289507859301986274_4200_000_4220_000_1557847395672605.png,high,Pedestrian,Pedestrian,Vehicle,small,0.7973085,0.374899,0.398224,0.374899,4.922207,627.59,308.267,640.0,362.204,619.787,275.144,640.0,361.189,640,640,29,14
class_confusion,waymo,faster_rcnn,9114112687541091312_1100_000_1120_000_1544144336316269,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144336316269.png,high,Pedestrian,Pedestrian,Cyclist,small,0.4326655,0.736234,0.0,0.736234,4.9189,524.535,320.382,536.957,349.668,524.607,321.396,538.918,345.954,640,640,44,10
class_confusion,waymo,retinanet,9114112687541091312_1100_000_1120_000_1544144333316285,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144333316285.png,high,Pedestrian,Pedestrian,Cyclist,small,0.86004299,0.307846,0.0,0.307846,4.917889,610.748,319.855,618.327,355.673,609.992,316.499,630.008,360.556,640,640,43,9
class_confusion,waymo,faster_rcnn,10289507859301986274_4200_000_4220_000_1557847402172646,data\processed\milestone_3\images\waymo\external\10289507859301986274_4200_000_4220_000_1557847402172646.png,high,Pedestrian,Pedestrian,Cyclist,small,0.66184181,0.505771,0.424424,0.505771,4.917613,3.579,301.63,20.421,334.287,6.076,295.647,25.332,329.996,640,640,32,15
class_confusion,waymo,yolo,13356997604177841771_3360_000_3380_000_1557267395587309,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267395587309.png,high,Cyclist,Cyclist,Pedestrian,medium,0.5864746,0.578005,0.0,0.578005,4.91448,400.639,322.699,424.639,406.345,400.345,309.059,432.6,396.268,640,640,28,16
class_confusion,waymo,faster_rcnn,8506432817378693815_4860_000_4880_000_1557857365637432,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857365637432.png,high,Pedestrian,Pedestrian,Cyclist,small,0.56508482,0.598255,0.0,0.598255,4.91334,5.579,315.746,24.737,348.825,6.391,312.133,30.203,353.606,640,640,49,15
class_confusion,waymo,faster_rcnn,9114112687541091312_1100_000_1120_000_1544144339316236,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144339316236.png,high,Pedestrian,Pedestrian,Cyclist,small,0.26365992,0.893132,0.0,0.893132,4.906792,537.399,316.505,552.136,345.96,537.421,318.913,551.891,345.705,640,640,44,15
class_confusion,waymo,yolo,13356997604177841771_3360_000_3380_000_1557267379587481,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267379587481.png,high,Cyclist,Cyclist,Pedestrian,small,0.42215341,0.727608,0.0,0.727608,4.899761,422.323,327.756,446.324,394.546,423.126,321.156,450.508,392.157,640,640,48,3
class_confusion,waymo,faster_rcnn,9114112687541091312_1100_000_1120_000_1544144334816198,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144334816198.png,high,Pedestrian,Pedestrian,Cyclist,small,0.80010635,0.34404,0.0,0.34404,4.894146,382.488,319.464,391.42,341.797,377.094,309.305,394.573,341.113,640,640,44,11
class_confusion,waymo,faster_rcnn,13356997604177841771_3360_000_3380_000_1557267394587557,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267394587557.png,high,Vehicle,Vehicle,Pedestrian,medium,0.80864614,0.334191,0.471026,0.334191,4.892837,566.115,300.26,638.959,325.544,587.479,295.162,622.757,343.895,640,640,33,24
class_confusion,waymo,faster_rcnn,14931160836268555821_5778_870_5798_870_1507338343431885,data\processed\milestone_3\images\waymo\external\14931160836268555821_5778_870_5798_870_1507338343431885.png,high,Vehicle,Vehicle,Cyclist,medium,0.72335649,0.413235,0.469731,0.413235,4.886591,0.0,363.363,36.106,432.26,5.439,330.88,48.839,440.056,640,640,12,9
class_confusion,waymo,retinanet,6324079979569135086_2372_300_2392_300_1506988296759323,data\processed\milestone_3\images\waymo\external\6324079979569135086_2372_300_2392_300_1506988296759323.png,high,Cyclist,Cyclist,Pedestrian,small,0.33935046,0.793305,0.0,0.793305,4.882655,92.107,327.335,105.37,353.25,93.132,327.426,104.061,354.354,640,640,33,18
class_confusion,waymo,faster_rcnn,6324079979569135086_2372_300_2392_300_1506988297758918,data\processed\milestone_3\images\waymo\external\6324079979569135086_2372_300_2392_300_1506988297758918.png,high,Cyclist,Cyclist,Pedestrian,small,0.60844111,0.518798,0.488465,0.518798,4.877239,81.791,332.707,95.475,363.89,87.016,335.607,95.417,361.958,640,640,31,15
class_confusion,waymo,retinanet,3577352947946244999_3980_000_4000_000_1557847173597426,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847173597426.png,high,Pedestrian,Pedestrian,Cyclist,small,0.77953309,0.346541,0.0,0.346541,4.876074,422.549,320.412,430.098,343.076,413.772,323.229,431.987,345.797,640,640,42,24
class_confusion,waymo,retinanet,9041488218266405018_6454_030_6474_030_1508979397226001,data\processed\milestone_3\images\waymo\external\9041488218266405018_6454_030_6474_030_1508979397226001.png,high,Cyclist,Cyclist,Pedestrian,small,0.38912901,0.735904,0.0,0.735904,4.875033,461.271,339.766,475.587,372.845,463.9,338.606,474.956,372.141,640,640,13,4
class_confusion,waymo,retinanet,30779396576054160_1880_000_1900_000_1557845081164383,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845081164383.png,high,Cyclist,Cyclist,Pedestrian,small,0.61403805,0.508015,0.0,0.508015,4.872053,219.204,303.716,227.204,322.425,217.682,296.588,227.765,319.929,640,640,45,50
class_confusion,waymo,faster_rcnn,9114112687541091312_1100_000_1120_000_1544144327716284,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144327716284.png,high,Cyclist,Cyclist,Pedestrian,small,0.44945508,0.671001,0.419592,0.671001,4.870456,408.112,318.38,417.446,340.714,408.262,312.679,418.569,339.648,640,640,38,16
class_confusion,kitti,faster_rcnn,000535,data\processed\milestone_3\images\kitti\val\000535.png,high,Pedestrian,Pedestrian,Cyclist,small,0.51251626,0.607822,0.473433,0.607822,4.870338,210.651,304.874,233.135,358.017,209.156,305.081,245.768,357.344,640,640,17,103
class_confusion,waymo,faster_rcnn,9114112687541091312_1100_000_1120_000_1544144341316314,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144341316314.png,high,Pedestrian,Pedestrian,Cyclist,small,0.31738862,0.801141,0.0,0.801141,4.86853,516.167,317.643,527.851,344.822,514.719,318.838,528.528,345.27,640,640,49,8
class_confusion,waymo,retinanet,6324079979569135086_2372_300_2392_300_1506988297758918,data\processed\milestone_3\images\waymo\external\6324079979569135086_2372_300_2392_300_1506988297758918.png,high,Cyclist,Cyclist,Pedestrian,small,0.52976793,0.588746,0.0,0.588746,4.868514,81.791,332.707,95.475,363.89,86.217,331.375,96.459,362.58,640,640,31,16
class_confusion,waymo,faster_rcnn,9114112687541091312_1100_000_1120_000_1544144325716300,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144325716300.png,high,Pedestrian,Pedestrian,Cyclist,small,0.81168389,0.301234,0.259039,0.301234,4.862918,403.86,318.591,412.491,338.817,396.394,310.556,412.778,345.932,640,640,48,13
class_confusion,waymo,retinanet,14931160836268555821_5778_870_5798_870_1507338353132275,data\processed\milestone_3\images\waymo\external\14931160836268555821_5778_870_5798_870_1507338353132275.png,high,Pedestrian,Pedestrian,Cyclist,small,0.53705943,0.573453,0.0,0.573453,4.860512,324.637,323.331,335.585,354.725,324.584,331.364,339.538,355.307,640,640,6,6
class_confusion,waymo,retinanet,6324079979569135086_2372_300_2392_300_1506988293759462,data\processed\milestone_3\images\waymo\external\6324079979569135086_2372_300_2392_300_1506988293759462.png,high,Cyclist,Cyclist,Pedestrian,small,0.39203936,0.715569,0.0,0.715569,4.857608,70.212,329.231,83.475,354.725,71.464,328.556,82.159,352.336,640,640,31,15
class_confusion,waymo,retinanet,16213317953898915772_1597_170_1617_170_1509233629300727,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233629300727.png,high,Cyclist,Cyclist,Pedestrian,small,0.66813213,0.430791,0.0,0.430791,4.848923,148.108,323.437,175.266,353.777,158.256,321.772,170.456,354.996,640,640,7,7
class_confusion,waymo,retinanet,6324079979569135086_2372_300_2392_300_1506988302258459,data\processed\milestone_3\images\waymo\external\6324079979569135086_2372_300_2392_300_1506988302258459.png,high,Vehicle,Vehicle,Pedestrian,small,0.60875499,0.486336,0.359884,0.486336,4.845091,253.268,330.284,282.742,353.671,252.877,329.268,281.996,376.112,640,640,26,16
class_confusion,waymo,faster_rcnn,30779396576054160_1880_000_1900_000_1557845081664397,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845081664397.png,high,Cyclist,Cyclist,Pedestrian,small,0.73816502,0.355898,0.0,0.355898,4.844063,221.888,303.821,229.362,321.688,220.851,290.132,230.302,317.642,640,640,46,42
class_confusion,waymo,faster_rcnn,6324079979569135086_2372_300_2392_300_1506988305758793,data\processed\milestone_3\images\waymo\external\6324079979569135086_2372_300_2392_300_1506988305758793.png,high,Pedestrian,Pedestrian,Cyclist,small,0.71256471,0.37995,0.0,0.37995,4.842515,30.737,334.814,41.264,366.84,20.904,335.996,45.633,370.05,640,640,26,13
class_confusion,waymo,retinanet,3577352947946244999_3980_000_4000_000_1557847191597394,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847191597394.png,high,Pedestrian,Pedestrian,Cyclist,small,0.70352238,0.388564,0.409077,0.388564,4.842086,469.061,321.119,482.956,354.83,473.055,326.045,490.823,357.001,640,640,28,17
class_confusion,waymo,faster_rcnn,8506432817378693815_4860_000_4880_000_1557857352137355,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857352137355.png,high,Cyclist,Cyclist,Pedestrian,medium,0.47447768,0.615253,0.478018,0.615253,4.839731,245.243,323.648,268.875,402.234,242.752,308.234,272.87,396.362,640,640,44,19
class_confusion,waymo,faster_rcnn,8506432817378693815_4860_000_4880_000_1557857354635133,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857354635133.png,high,Pedestrian,Pedestrian,Cyclist,small,0.72595531,0.360562,0.155588,0.360562,4.836517,48.632,342.189,60.843,379.271,32.987,338.045,60.893,383.048,640,640,57,25
class_confusion,waymo,yolo,14931160836268555821_5778_870_5798_870_1507338355130969,data\processed\milestone_3\images\waymo\external\14931160836268555821_5778_870_5798_870_1507338355130969.png,high,Pedestrian,Pedestrian,Cyclist,small,0.65684402,0.426638,0.0,0.426638,4.833482,443.692,333.234,463.271,394.125,431.806,329.013,472.037,398.473,640,640,2,2
class_confusion,waymo,retinanet,2736377008667623133_2676_410_2696_410_1511721506000758,data\processed\milestone_3\images\waymo\external\2736377008667623133_2676_410_2696_410_1511721506000758.png,high,Cyclist,Cyclist,Pedestrian,small,0.35955918,0.721898,0.0,0.721898,4.831457,362.217,336.5,370.428,356.726,362.738,333.625,370.934,355.193,640,640,7,3
class_confusion,waymo,faster_rcnn,30779396576054160_1880_000_1900_000_1557845080164307,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845080164307.png,high,Cyclist,Cyclist,Pedestrian,small,0.61156434,0.46943,0.394804,0.46943,4.830994,214.284,303.456,223.337,324.736,213.231,292.548,224.164,321.376,640,640,46,53
class_confusion,waymo,retinanet,3577352947946244999_3980_000_4000_000_1557847192097398,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847192097398.png,high,Pedestrian,Pedestrian,Cyclist,small,0.72522753,0.353723,0.0,0.353723,4.828951,469.061,321.119,482.956,354.83,473.547,326.366,491.756,356.93,640,640,31,17
class_confusion,waymo,retinanet,9041488218266405018_6454_030_6474_030_1508979395226146,data\processed\milestone_3\images\waymo\external\9041488218266405018_6454_030_6474_030_1508979395226146.png,high,Cyclist,Cyclist,Pedestrian,small,0.46645692,0.612197,0.0,0.612197,4.828654,377.27,333.761,384.849,350.195,377.267,336.062,382.957,351.372,640,640,12,4
class_confusion,waymo,retinanet,30779396576054160_1880_000_1900_000_1557845091164358,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845091164358.png,high,Pedestrian,Pedestrian,Vehicle,small,0.46716318,0.60341,0.0,0.60341,4.820573,0.316,311.849,9.369,327.019,0.418,309.326,9.139,333.889,640,640,51,33
class_confusion,waymo,faster_rcnn,9114112687541091312_1100_000_1120_000_1544144329716272,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144329716272.png,high,Cyclist,Cyclist,Pedestrian,small,0.5239625,0.537955,0.309693,0.537955,4.811917,377.452,318.134,384.47,339.976,376.636,309.124,385.575,339.153,640,640,39,11
class_confusion,waymo,retinanet,14300007604205869133_1160_000_1180_000_1544753140773668,data\processed\milestone_3\images\waymo\external\14300007604205869133_1160_000_1180_000_1544753140773668.png,high,Cyclist,Cyclist,Vehicle,large,0.58148968,0.462993,0.0,0.462993,4.794483,424.428,327.651,516.22,423.727,400.517,330.557,534.324,387.002,640,640,33,7
class_confusion,waymo,faster_rcnn,30779396576054160_1880_000_1900_000_1557845087664279,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845087664279.png,high,Vehicle,Vehicle,Pedestrian,small,0.57488191,0.465695,0.387713,0.465695,4.790577,214.391,308.407,230.905,332.894,218.475,303.0,228.91,341.315,640,640,48,34
class_confusion,waymo,retinanet,30779396576054160_1880_000_1900_000_1557845078164309,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845078164309.png,high,Pedestrian,Pedestrian,Cyclist,small,0.67653286,0.362353,0.326447,0.362353,4.788886,303.742,300.787,310.795,320.803,300.791,302.257,308.268,325.586,640,640,43,45
class_confusion,waymo,faster_rcnn,16213317953898915772_1597_170_1617_170_1509233626293736,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233626293736.png,high,Pedestrian,Pedestrian,Cyclist,small,0.26053026,0.776436,0.0,0.776436,4.786966,355.69,329.652,365.164,350.932,356.431,330.655,364.296,351.417,640,640,37,11
class_confusion,waymo,retinanet,3577352947946244999_3980_000_4000_000_1557847173097422,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847173097422.png,high,Pedestrian,Pedestrian,Cyclist,small,0.28200036,0.732996,0.0,0.732996,4.764996,123.897,327.124,140.529,356.832,124.406,331.396,140.978,360.088,640,640,44,24
class_confusion,waymo,retinanet,3577352947946244999_3980_000_4000_000_1557847191597394,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847191597394.png,high,Vehicle,Vehicle,Pedestrian,small,0.61808121,0.390352,0.374881,0.390352,4.758433,618.853,344.19,640.0,368.42,615.43,320.008,639.866,373.253,640,640,28,17
class_confusion,waymo,retinanet,13356997604177841771_3360_000_3380_000_1557267381587525,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267381587525.png,high,Cyclist,Cyclist,Pedestrian,small,0.46285498,0.544703,0.0,0.544703,4.757558,103.16,315.641,123.792,335.868,106.97,312.61,120.064,334.652,640,640,50,18
class_confusion,waymo,faster_rcnn,9114112687541091312_1100_000_1120_000_1544144338316151,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144338316151.png,high,Pedestrian,Pedestrian,Cyclist,small,0.69215149,0.307593,0.0,0.307593,4.749744,403.646,319.99,414.594,342.474,403.768,310.121,424.444,348.263,640,640,42,14
class_confusion,waymo,faster_rcnn,6324079979569135086_2372_300_2392_300_1506988298258545,data\processed\milestone_3\images\waymo\external\6324079979569135086_2372_300_2392_300_1506988298258545.png,high,Cyclist,Cyclist,Pedestrian,small,0.29185668,0.704346,0.0,0.704346,4.746203,76.317,336.816,91.686,371.159,80.223,337.299,92.112,370.604,640,640,30,12
class_confusion,waymo,faster_rcnn,9114112687541091312_1100_000_1120_000_1544144325216299,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144325216299.png,high,Vehicle,Vehicle,Pedestrian,small,0.50758159,0.485415,0.0,0.485415,4.742997,239.373,325.122,254.11,341.556,238.268,316.246,251.332,343.745,640,640,47,9
class_confusion,waymo,yolo,13356997604177841771_3360_000_3380_000_1557267393087606,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267393087606.png,high,Cyclist,Cyclist,Pedestrian,medium,0.39429241,0.591522,0.0,0.591522,4.735814,404.549,322.91,429.451,406.977,402.149,308.792,437.559,405.002,640,640,33,13
class_confusion,waymo,faster_rcnn,4690718861228194910_1980_000_2000_000_1552693979749409,data\processed\milestone_3\images\waymo\external\4690718861228194910_1980_000_2000_000_1552693979749409.png,high,Pedestrian,Pedestrian,Cyclist,small,0.37171462,0.613724,0.0,0.613724,4.735439,69.896,342.189,82.949,376.321,63.074,344.254,82.769,376.742,640,640,39,17
class_confusion,waymo,faster_rcnn,9114112687541091312_1100_000_1120_000_1544144336316269,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144336316269.png,high,Pedestrian,Pedestrian,Cyclist,small,0.5765866,0.407666,0.0,0.407666,4.734253,542.115,324.385,553.062,340.187,535.881,321.837,552.208,344.973,640,640,44,10
class_confusion,waymo,faster_rcnn,3577352947946244999_3980_000_4000_000_1557847179097224,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847179097224.png,high,Pedestrian,Pedestrian,Cyclist,large,0.45286652,0.52514,0.453416,0.52514,4.728007,312.848,342.083,392.007,467.025,325.57,331.919,377.279,447.863,640,640,42,40
class_confusion,kitti,retinanet,004338,data\processed\milestone_3\images\kitti\val\004338.png,high,Pedestrian,Pedestrian,Cyclist,small,0.27942371,0.694323,0.449982,0.694323,4.723747,107.676,317.174,120.91,344.548,107.08,320.746,123.318,343.309,640,640,15,210
class_confusion,waymo,retinanet,8506432817378693815_4860_000_4880_000_1557857365137457,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857365137457.png,high,Pedestrian,Pedestrian,Cyclist,small,0.4820967,0.491139,0.0,0.491139,4.723236,0.0,322.594,9.263,361.362,0.0,309.96,13.809,359.868,640,640,48,21
class_confusion,waymo,retinanet,9114112687541091312_1100_000_1120_000_1544144330216284,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144330216284.png,high,Vehicle,Vehicle,Pedestrian,small,0.6442439,0.31431,0.0,0.31431,4.708554,240.478,323.121,253.215,333.445,245.047,310.947,254.001,335.642,640,640,37,8
class_confusion,waymo,retinanet,2736377008667623133_2676_410_2696_410_1511721509000708,data\processed\milestone_3\images\waymo\external\2736377008667623133_2676_410_2696_410_1511721509000708.png,high,Cyclist,Cyclist,Pedestrian,small,0.28172228,0.675441,0.0,0.675441,4.707163,344.638,332.813,354.743,357.464,345.668,333.661,353.658,354.72,640,640,3,1
class_confusion,waymo,faster_rcnn,9114112687541091312_1100_000_1120_000_1544144330216284,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144330216284.png,high,Cyclist,Cyclist,Pedestrian,small,0.4778012,0.479136,0.273112,0.479136,4.706937,370.329,318.31,376.996,340.503,368.019,311.001,377.832,338.711,640,640,37,13
class_confusion,waymo,faster_rcnn,3577352947946244999_3980_000_4000_000_1557847175597389,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847175597389.png,high,Pedestrian,Pedestrian,Cyclist,small,0.49139062,0.464499,0.48659,0.464499,4.70589,445.587,320.487,455.903,346.613,445.06,317.927,461.494,353.233,640,640,35,32
class_confusion,waymo,retinanet,6324079979569135086_2372_300_2392_300_1506988302258459,data\processed\milestone_3\images\waymo\external\6324079979569135086_2372_300_2392_300_1506988302258459.png,high,Vehicle,Vehicle,Pedestrian,small,0.60875499,0.342571,0.44633,0.342571,4.701326,257.268,347.245,286.742,367.472,252.877,329.268,281.996,376.112,640,640,26,16
class_confusion,waymo,faster_rcnn,3577352947946244999_3980_000_4000_000_1557847184097476,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847184097476.png,high,Pedestrian,Pedestrian,Vehicle,small,0.64109206,0.307217,0.0,0.307217,4.698309,557.694,319.117,576.642,356.832,543.05,335.118,588.396,355.374,640,640,40,18
class_confusion,kitti,faster_rcnn,004796,data\processed\milestone_3\images\kitti\val\004796.png,high,Vehicle,Vehicle,Cyclist,small,0.59634715,0.34181,0.352359,0.34181,4.688157,589.784,307.488,639.485,325.902,587.144,304.903,614.41,336.626,640,640,7,37
class_confusion,waymo,faster_rcnn,30779396576054160_1880_000_1900_000_1557845088164321,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845088164321.png,high,Vehicle,Vehicle,Pedestrian,small,0.59334177,0.344255,0.265762,0.344255,4.687597,218.776,307.178,232.367,329.675,215.048,299.585,228.677,340.967,640,640,51,43
class_confusion,kitti,faster_rcnn,002780,data\processed\milestone_3\images\kitti\val\002780.png,high,Pedestrian,Pedestrian,Cyclist,small,0.26371938,0.673671,0.277271,0.673671,4.68739,342.787,298.249,362.452,348.111,335.138,299.086,363.241,349.424,640,640,9,66
class_confusion,waymo,faster_rcnn,6324079979569135086_2372_300_2392_300_1506988303259080,data\processed\milestone_3\images\waymo\external\6324079979569135086_2372_300_2392_300_1506988303259080.png,high,Vehicle,Vehicle,Pedestrian,small,0.58737791,0.347761,0.0,0.347761,4.685139,196.319,363.574,242.004,397.917,214.053,339.096,239.658,410.917,640,640,25,18
class_confusion,waymo,retinanet,8506432817378693815_4860_000_4880_000_1557857356634947,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857356634947.png,high,Cyclist,Cyclist,Pedestrian,small,0.33109507,0.60258,0.0,0.60258,4.683675,475.271,318.169,489.798,369.157,473.796,306.199,492.445,372.112,640,640,60,23
class_confusion,waymo,faster_rcnn,9114112687541091312_1100_000_1120_000_1544144332316253,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144332316253.png,high,Cyclist,Cyclist,Pedestrian,small,0.50808245,0.423261,0.287943,0.423261,4.681343,343.522,319.328,350.048,337.659,340.747,309.624,349.846,339.317,640,640,44,13
class_confusion,waymo,yolo,13356997604177841771_3360_000_3380_000_1557267380587205,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267380587205.png,high,Cyclist,Cyclist,Pedestrian,medium,0.25543579,0.667132,0.0,0.667132,4.672568,437.812,329.216,462.353,402.477,436.379,318.803,466.49,396.854,640,640,50,2
class_confusion,waymo,retinanet,9041488218266405018_6454_030_6474_030_1508979397726080,data\processed\milestone_3\images\waymo\external\9041488218266405018_6454_030_6474_030_1508979397726080.png,high,Cyclist,Cyclist,Pedestrian,small,0.12785609,0.794077,0.0,0.794077,4.671933,519.588,347.772,538.957,394.757,517.464,343.965,539.503,395.967,640,640,14,5
class_confusion,waymo,retinanet,12657584952502228282_3940_000_3960_000_1549937223398950,data\processed\milestone_3\images\waymo\external\12657584952502228282_3940_000_3960_000_1549937223398950.png,high,Vehicle,Vehicle,Pedestrian,small,0.11061279,0.806713,0.495197,0.806713,4.667326,253.478,313.007,267.584,332.181,254.752,312.272,266.87,331.605,640,640,24,15
class_confusion,kitti,retinanet,004091,data\processed\milestone_3\images\kitti\val\004091.png,high,Vehicle,Vehicle,Pedestrian,small,0.00661338,0.9099,0.489847,0.9099,4.666513,261.612,314.461,282.991,331.481,260.778,313.973,283.554,331.532,640,640,4,300
class_confusion,waymo,faster_rcnn,9114112687541091312_1100_000_1120_000_1544144332816253,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144332816253.png,high,Cyclist,Cyclist,Pedestrian,small,0.47944736,0.430756,0.249902,0.430756,4.660203,337.837,319.592,344.364,337.395,337.269,309.961,346.821,338.2,640,640,43,20
class_confusion,kitti,retinanet,002705,data\processed\milestone_3\images\kitti\val\002705.png,high,Vehicle,Vehicle,Pedestrian,medium,0.0181074,0.890376,0.485208,0.890376,4.658483,0.0,328.939,96.629,386.082,0.0,324.729,100.846,385.946,640,640,7,300
class_confusion,waymo,retinanet,8679184381783013073_7740_000_7760_000_1541816074398574,data\processed\milestone_3\images\waymo\external\8679184381783013073_7740_000_7760_000_1541816074398574.png,high,Vehicle,Vehicle,Pedestrian,medium,0.06014792,0.847672,0.0,0.847672,4.65782,613.695,452.487,640.0,533.0,612.926,450.162,637.926,530.714,640,640,34,6
