image_id,vehicle_count,pedestrian_count,cyclist_count,target_count,ignored_count,original_annotation_count,contains_vehicle,contains_pedestrian,contains_cyclist,presence_signature,density_group,stratification_group,split
000708,9,0,0,9,2,11,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
000709,3,0,0,3,1,4,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000710,2,0,0,2,1,3,True,False,False,V1_P0_C0,low,V1_P0_C0__low,val
000711,2,0,0,2,1,3,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000712,7,1,0,8,6,14,True,True,False,V1_P1_C0,high,V1_P1_C0__high,train
000713,5,1,0,6,5,11,True,True,False,V1_P1_C0,medium,V1_P1_C0__medium,train
000714,9,0,0,9,3,12,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
000715,2,0,0,2,4,6,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000716,3,0,0,3,2,5,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000717,2,0,0,2,2,4,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000718,1,11,0,12,2,14,True,True,False,V1_P1_C0,high,V1_P1_C0__high,train
000719,10,0,0,10,2,12,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
000720,0,3,0,3,9,12,False,True,False,V0_P1_C0,low,V0_P1_C0__low,train
000721,0,1,0,1,0,1,False,True,False,V0_P1_C0,low,V0_P1_C0__low,val
000722,0,2,2,4,5,9,False,True,True,V0_P1_C1,medium,V0_P1_C1__medium,val
000723,2,0,0,2,0,2,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000724,4,0,0,4,2,6,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
000725,8,0,0,8,1,9,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
000726,0,1,0,1,0,1,False,True,False,V0_P1_C0,low,V0_P1_C0__low,val
000727,2,6,0,8,3,11,True,True,False,V1_P1_C0,high,V1_P1_C0__high,val
000728,3,0,0,3,2,5,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000729,8,0,0,8,4,12,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
000730,1,0,0,1,1,2,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000731,1,3,0,4,4,8,True,True,False,V1_P1_C0,medium,V1_P1_C0__medium,val
000732,10,0,0,10,2,12,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
000733,5,0,0,5,2,7,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
000734,7,2,0,9,2,11,True,True,False,V1_P1_C0,high,V1_P1_C0__high,train
000735,4,0,0,4,4,8,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
000736,8,0,2,10,1,11,True,False,True,V1_P0_C1,high,V1_P0_C1__high,train
000737,8,0,0,8,3,11,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
000738,1,0,0,1,2,3,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000739,4,0,0,4,0,4,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
000740,2,0,0,2,0,2,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000741,7,0,0,7,0,7,True,False,False,V1_P0_C0,high,V1_P0_C0__high,val
000742,9,1,0,10,0,10,True,True,False,V1_P1_C0,high,V1_P1_C0__high,train
000743,4,0,1,5,3,8,True,False,True,V1_P0_C1,medium,V1_P0_C1__medium,train
000744,0,1,0,1,0,1,False,True,False,V0_P1_C0,low,V0_P1_C0__low,val
000745,8,0,0,8,0,8,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
000746,0,1,0,1,0,1,False,True,False,V0_P1_C0,low,V0_P1_C0__low,train
000747,5,0,0,5,2,7,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
000748,3,0,0,3,3,6,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000749,6,0,0,6,2,8,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
000750,5,0,0,5,0,5,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
000751,6,0,0,6,2,8,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,val
000752,11,0,0,11,0,11,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
000753,4,0,0,4,5,9,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
000754,7,0,1,8,3,11,True,False,True,V1_P0_C1,high,V1_P0_C1__high,train
000755,8,1,1,10,2,12,True,True,True,V1_P1_C1,high,V1_P1_C1__high,train
000756,8,0,0,8,1,9,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
000757,14,0,0,14,3,17,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
000758,3,0,0,3,3,6,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000759,2,0,0,2,5,7,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000760,7,1,0,8,0,8,True,True,False,V1_P1_C0,high,V1_P1_C0__high,val
000761,2,1,0,3,2,5,True,True,False,V1_P1_C0,low,V1_P1_C0__low,val
000762,7,0,0,7,0,7,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
000763,5,1,1,7,2,9,True,True,True,V1_P1_C1,high,V1_P1_C1__high,train
000764,4,12,1,17,1,18,True,True,True,V1_P1_C1,high,V1_P1_C1__high,train
000765,3,0,1,4,1,5,True,False,True,V1_P0_C1,medium,V1_P0_C1__medium,train
000766,3,0,0,3,0,3,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000767,2,0,0,2,3,5,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000768,10,0,0,10,0,10,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
000769,0,1,0,1,2,3,False,True,False,V0_P1_C0,low,V0_P1_C0__low,val
000770,0,7,2,9,4,13,False,True,True,V0_P1_C1,high,V0_P1_C1__high,train
000771,3,0,1,4,1,5,True,False,True,V1_P0_C1,medium,V1_P0_C1__medium,train
000772,4,0,0,4,0,4,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
000773,1,0,1,2,4,6,True,False,True,V1_P0_C1,low,V1_P0_C1__low,train
000774,1,0,1,2,0,2,True,False,True,V1_P0_C1,low,V1_P0_C1__low,train
000775,2,0,0,2,1,3,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000776,6,0,0,6,1,7,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
000777,2,0,0,2,1,3,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000778,6,0,0,6,2,8,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
000779,1,0,0,1,0,1,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000780,10,4,1,15,0,15,True,True,True,V1_P1_C1,high,V1_P1_C1__high,train
000781,1,0,0,1,5,6,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000782,6,1,0,7,3,10,True,True,False,V1_P1_C0,high,V1_P1_C0__high,train
000783,2,0,0,2,1,3,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000784,0,1,0,1,0,1,False,True,False,V0_P1_C0,low,V0_P1_C0__low,val
000785,14,0,0,14,3,17,True,False,False,V1_P0_C0,high,V1_P0_C0__high,val
000786,2,0,0,2,0,2,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000787,6,0,1,7,2,9,True,False,True,V1_P0_C1,high,V1_P0_C1__high,train
000788,1,3,0,4,1,5,True,True,False,V1_P1_C0,medium,V1_P1_C0__medium,train
000789,0,1,0,1,0,1,False,True,False,V0_P1_C0,low,V0_P1_C0__low,val
000790,3,0,0,3,2,5,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000791,11,0,0,11,3,14,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
000792,4,0,0,4,2,6,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,val
000793,5,0,0,5,0,5,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,val
000794,2,0,0,2,4,6,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000795,9,0,0,9,3,12,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
000796,11,0,2,13,1,14,True,False,True,V1_P0_C1,high,V1_P0_C1__high,train
000797,1,1,0,2,4,6,True,True,False,V1_P1_C0,low,V1_P1_C0__low,val
000798,9,0,0,9,4,13,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
000799,2,0,1,3,2,5,True,False,True,V1_P0_C1,low,V1_P0_C1__low,val
000800,5,0,0,5,2,7,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
000801,2,1,0,3,0,3,True,True,False,V1_P1_C0,low,V1_P1_C0__low,train
000802,9,0,0,9,3,12,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
000803,4,0,1,5,2,7,True,False,True,V1_P0_C1,medium,V1_P0_C1__medium,train
000804,4,1,1,6,1,7,True,True,True,V1_P1_C1,medium,V1_P1_C1__medium,train
000805,8,0,0,8,2,10,True,False,False,V1_P0_C0,high,V1_P0_C0__high,val
000806,0,1,0,1,2,3,False,True,False,V0_P1_C0,low,V0_P1_C0__low,train
000807,3,0,0,3,3,6,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000808,5,2,1,8,2,10,True,True,True,V1_P1_C1,high,V1_P1_C1__high,train
000809,8,3,0,11,2,13,True,True,False,V1_P1_C0,high,V1_P1_C0__high,train
000810,1,0,0,1,0,1,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000811,0,1,2,3,6,9,False,True,True,V0_P1_C1,low,V0_P1_C1__low,train
000812,1,0,1,2,2,4,True,False,True,V1_P0_C1,low,V1_P0_C1__low,train
000813,2,0,0,2,5,7,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000814,13,0,0,13,3,16,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
000815,1,0,0,1,0,1,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000816,2,2,0,4,1,5,True,True,False,V1_P1_C0,medium,V1_P1_C0__medium,train
000817,4,0,0,4,0,4,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
000818,2,0,0,2,1,3,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000819,7,0,0,7,2,9,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
000820,1,0,0,1,2,3,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000821,2,0,0,2,1,3,True,False,False,V1_P0_C0,low,V1_P0_C0__low,val
000822,3,0,0,3,1,4,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000823,5,0,0,5,0,5,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
000824,1,0,0,1,1,2,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000825,0,1,0,1,0,1,False,True,False,V0_P1_C0,low,V0_P1_C0__low,train
000826,0,6,0,6,3,9,False,True,False,V0_P1_C0,medium,V0_P1_C0__medium,train
000827,0,1,0,1,0,1,False,True,False,V0_P1_C0,low,V0_P1_C0__low,train
000828,1,0,0,1,0,1,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000829,2,0,0,2,1,3,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000830,4,1,0,5,3,8,True,True,False,V1_P1_C0,medium,V1_P1_C0__medium,train
000831,13,0,0,13,4,17,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
000832,3,0,0,3,4,7,True,False,False,V1_P0_C0,low,V1_P0_C0__low,val
000833,13,0,0,13,1,14,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
000834,1,0,0,1,0,1,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000835,1,0,0,1,1,2,True,False,False,V1_P0_C0,low,V1_P0_C0__low,val
000836,3,0,0,3,2,5,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000837,11,0,0,11,0,11,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
000838,1,0,0,1,2,3,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000839,1,0,0,1,0,1,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000840,1,8,0,9,2,11,True,True,False,V1_P1_C0,high,V1_P1_C0__high,train
000841,0,1,0,1,0,1,False,True,False,V0_P1_C0,low,V0_P1_C0__low,val
000842,3,0,0,3,1,4,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000843,9,0,0,9,4,13,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
000844,3,0,0,3,1,4,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000845,12,0,0,12,5,17,True,False,False,V1_P0_C0,high,V1_P0_C0__high,val
000846,8,1,1,10,4,14,True,True,True,V1_P1_C1,high,V1_P1_C1__high,train
000847,7,0,0,7,5,12,True,False,False,V1_P0_C0,high,V1_P0_C0__high,val
000848,4,0,0,4,0,4,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
000849,5,0,0,5,1,6,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
000850,7,0,0,7,1,8,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
000851,2,0,0,2,2,4,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000852,3,0,0,3,1,4,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000853,4,0,0,4,2,6,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
000854,3,0,0,3,4,7,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000855,1,1,0,2,2,4,True,True,False,V1_P1_C0,low,V1_P1_C0__low,train
000856,7,0,0,7,1,8,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
000857,6,0,0,6,5,11,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
000858,2,0,0,2,2,4,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000859,6,0,1,7,0,7,True,False,True,V1_P0_C1,high,V1_P0_C1__high,train
000860,2,0,2,4,1,5,True,False,True,V1_P0_C1,medium,V1_P0_C1__medium,train
000861,0,6,0,6,3,9,False,True,False,V0_P1_C0,medium,V0_P1_C0__medium,train
000862,0,2,0,2,0,2,False,True,False,V0_P1_C0,low,V0_P1_C0__low,train
000863,3,0,0,3,2,5,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000864,5,0,0,5,0,5,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,val
000865,2,0,0,2,1,3,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000866,2,0,0,2,3,5,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000867,14,0,0,14,2,16,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
000868,9,1,1,11,2,13,True,True,True,V1_P1_C1,high,V1_P1_C1__high,train
000869,4,0,0,4,3,7,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
000870,7,2,1,10,2,12,True,True,True,V1_P1_C1,high,V1_P1_C1__high,val
000871,5,0,0,5,1,6,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
000872,2,0,0,2,0,2,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000873,3,0,0,3,2,5,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000874,1,16,0,17,2,19,True,True,False,V1_P1_C0,high,V1_P1_C0__high,train
000875,4,0,0,4,2,6,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
000876,3,0,0,3,0,3,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000877,6,0,0,6,2,8,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,val
000878,2,0,0,2,5,7,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000879,3,0,0,3,4,7,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000880,3,0,0,3,1,4,True,False,False,V1_P0_C0,low,V1_P0_C0__low,val
000881,1,0,0,1,5,6,True,False,False,V1_P0_C0,low,V1_P0_C0__low,val
000882,9,0,0,9,0,9,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
000883,6,1,0,7,0,7,True,True,False,V1_P1_C0,high,V1_P1_C0__high,train
000884,4,0,0,4,2,6,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,val
000885,5,0,0,5,4,9,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
000886,4,0,1,5,3,8,True,False,True,V1_P0_C1,medium,V1_P0_C1__medium,train
000887,6,0,0,6,1,7,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
000888,1,0,0,1,1,2,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000889,1,3,1,5,1,6,True,True,True,V1_P1_C1,medium,V1_P1_C1__medium,train
000890,6,0,0,6,2,8,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
000891,1,0,0,1,0,1,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000892,0,5,2,7,3,10,False,True,True,V0_P1_C1,high,V0_P1_C1__high,train
000893,2,0,0,2,4,6,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000894,3,0,0,3,1,4,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000895,1,0,0,1,1,2,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000896,1,0,0,1,5,6,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000897,4,0,0,4,4,8,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
000898,3,0,0,3,5,8,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000899,3,0,0,3,2,5,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000900,1,0,0,1,1,2,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000901,1,0,0,1,1,2,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000902,7,1,1,9,0,9,True,True,True,V1_P1_C1,high,V1_P1_C1__high,train
000903,6,0,0,6,0,6,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
000904,4,0,0,4,0,4,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
000905,1,0,0,1,0,1,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000906,5,0,1,6,2,8,True,False,True,V1_P0_C1,medium,V1_P0_C1__medium,train
000907,4,0,0,4,5,9,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
000908,2,0,0,2,4,6,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000909,6,0,0,6,2,8,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,val
000910,10,1,2,13,0,13,True,True,True,V1_P1_C1,high,V1_P1_C1__high,train
000911,2,1,0,3,3,6,True,True,False,V1_P1_C0,low,V1_P1_C0__low,train
000912,6,0,0,6,2,8,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,val
000913,4,0,2,6,3,9,True,False,True,V1_P0_C1,medium,V1_P0_C1__medium,train
000914,4,0,0,4,1,5,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
000915,3,0,3,6,3,9,True,False,True,V1_P0_C1,medium,V1_P0_C1__medium,train
000916,4,0,0,4,3,7,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
000917,4,0,0,4,0,4,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
000918,7,0,0,7,1,8,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
000919,8,0,1,9,1,10,True,False,True,V1_P0_C1,high,V1_P0_C1__high,train
000920,4,0,0,4,4,8,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
000921,2,0,0,2,1,3,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000922,6,0,0,6,3,9,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,val
000923,1,6,0,7,2,9,True,True,False,V1_P1_C0,high,V1_P1_C0__high,train
000924,4,0,1,5,1,6,True,False,True,V1_P0_C1,medium,V1_P0_C1__medium,train
000925,3,2,0,5,2,7,True,True,False,V1_P1_C0,medium,V1_P1_C0__medium,train
000926,2,0,0,2,1,3,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000927,7,0,0,7,2,9,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
000928,1,15,0,16,3,19,True,True,False,V1_P1_C0,high,V1_P1_C0__high,train
000929,3,0,0,3,0,3,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000930,4,0,0,4,2,6,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
000931,0,2,2,4,6,10,False,True,True,V0_P1_C1,medium,V0_P1_C1__medium,train
000932,3,0,0,3,1,4,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000933,1,0,0,1,0,1,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000934,1,0,0,1,1,2,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000935,14,0,0,14,0,14,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
000936,15,1,0,16,1,17,True,True,False,V1_P1_C0,high,V1_P1_C0__high,train
000937,0,6,0,6,1,7,False,True,False,V0_P1_C0,medium,V0_P1_C0__medium,train
000938,4,0,0,4,4,8,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,val
000939,3,0,0,3,3,6,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000940,3,0,1,4,5,9,True,False,True,V1_P0_C1,medium,V1_P0_C1__medium,train
000941,3,0,0,3,1,4,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000942,7,0,0,7,3,10,True,False,False,V1_P0_C0,high,V1_P0_C0__high,val
000943,3,0,1,4,3,7,True,False,True,V1_P0_C1,medium,V1_P0_C1__medium,train
000944,11,0,0,11,2,13,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
000945,11,0,0,11,1,12,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
000946,5,0,0,5,1,6,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
000947,0,2,0,2,1,3,False,True,False,V0_P1_C0,low,V0_P1_C0__low,train
000948,3,0,0,3,4,7,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000949,4,0,0,4,4,8,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
000950,1,0,0,1,1,2,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000951,11,0,0,11,1,12,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
000952,3,0,0,3,0,3,True,False,False,V1_P0_C0,low,V1_P0_C0__low,val
000953,5,0,0,5,2,7,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
000954,1,0,0,1,1,2,True,False,False,V1_P0_C0,low,V1_P0_C0__low,val
000955,3,0,3,6,4,10,True,False,True,V1_P0_C1,medium,V1_P0_C1__medium,train
000956,10,0,0,10,2,12,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
000957,0,1,0,1,0,1,False,True,False,V0_P1_C0,low,V0_P1_C0__low,train
000958,3,0,1,4,2,6,True,False,True,V1_P0_C1,medium,V1_P0_C1__medium,train
000959,10,1,0,11,0,11,True,True,False,V1_P1_C0,high,V1_P1_C0__high,train
000960,1,0,0,1,0,1,True,False,False,V1_P0_C0,low,V1_P0_C0__low,val
000961,1,6,0,7,3,10,True,True,False,V1_P1_C0,high,V1_P1_C0__high,val
000962,6,0,0,6,2,8,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
000963,5,0,0,5,2,7,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
000964,1,10,0,11,2,13,True,True,False,V1_P1_C0,high,V1_P1_C0__high,train
000965,10,0,2,12,0,12,True,False,True,V1_P0_C1,high,V1_P0_C1__high,train
000966,1,17,0,18,2,20,True,True,False,V1_P1_C0,high,V1_P1_C0__high,train
000967,3,0,0,3,4,7,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000968,1,0,0,1,1,2,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000969,3,0,0,3,1,4,True,False,False,V1_P0_C0,low,V1_P0_C0__low,val
000970,7,0,0,7,5,12,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
000971,0,5,0,5,4,9,False,True,False,V0_P1_C0,medium,V0_P1_C0__medium,train
000972,2,0,1,3,4,7,True,False,True,V1_P0_C1,low,V1_P0_C1__low,train
000973,2,0,0,2,1,3,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000974,3,0,0,3,4,7,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000975,5,0,0,5,1,6,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,val
000976,6,0,0,6,2,8,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
000977,14,0,0,14,0,14,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
000978,2,0,0,2,0,2,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000979,2,0,0,2,4,6,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000980,6,0,0,6,4,10,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
000981,5,0,0,5,0,5,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,val
000982,6,3,2,11,1,12,True,True,True,V1_P1_C1,high,V1_P1_C1__high,val
000983,6,0,1,7,1,8,True,False,True,V1_P0_C1,high,V1_P0_C1__high,val
000984,3,0,0,3,7,10,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000985,12,0,0,12,2,14,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
000986,12,0,0,12,0,12,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
000987,4,1,0,5,1,6,True,True,False,V1_P1_C0,medium,V1_P1_C0__medium,train
000988,3,0,1,4,5,9,True,False,True,V1_P0_C1,medium,V1_P0_C1__medium,train
000989,1,0,0,1,1,2,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000990,2,0,0,2,4,6,True,False,False,V1_P0_C0,low,V1_P0_C0__low,val
000991,5,0,0,5,1,6,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,val
000992,8,3,2,13,1,14,True,True,True,V1_P1_C1,high,V1_P1_C1__high,train
000993,1,0,0,1,0,1,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000994,7,0,0,7,1,8,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
000995,6,0,0,6,0,6,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
000996,12,0,0,12,2,14,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
000997,2,0,0,2,4,6,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
000998,8,1,0,9,0,9,True,True,False,V1_P1_C0,high,V1_P1_C0__high,train
000999,3,11,0,14,6,20,True,True,False,V1_P1_C0,high,V1_P1_C0__high,train
001000,3,0,0,3,1,4,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
001001,1,0,0,1,1,2,True,False,False,V1_P0_C0,low,V1_P0_C0__low,val
001002,5,0,0,5,1,6,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
001003,6,1,0,7,1,8,True,True,False,V1_P1_C0,high,V1_P1_C0__high,train
001004,1,0,0,1,1,2,True,False,False,V1_P0_C0,low,V1_P0_C0__low,val
001005,1,0,0,1,1,2,True,False,False,V1_P0_C0,low,V1_P0_C0__low,val
001006,1,0,0,1,1,2,True,False,False,V1_P0_C0,low,V1_P0_C0__low,val
001007,8,0,0,8,1,9,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
001008,2,2,1,5,2,7,True,True,True,V1_P1_C1,medium,V1_P1_C1__medium,train
001009,5,0,0,5,1,6,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
001010,12,0,0,12,2,14,True,False,False,V1_P0_C0,high,V1_P0_C0__high,val
001011,9,0,0,9,0,9,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
001012,6,0,0,6,1,7,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,val
