global_image_id,canonical_image_key,dataset,partition,experimental_role,source_image_id,source_image_path,source_annotation_path,source_annotation_key,source_calibration_path,source_raw_annotation_path,source_width,source_height,source_extension,output_filename,output_relative_path,target_box_count,vehicle_count,pedestrian_count,cyclist_count,ignored_box_count,is_negative,segment_id,frame_timestamp_micros,camera_name,time_of_day,weather,location,density_group,sampling_rule
583,kitti_000582,KITTI,val,in_domain_validation,000582,data/kitti/raw/training/image_2/000582.png,data/kitti/raw/training/label_2/000582.txt,000582,data/kitti/raw/training/calib/000582.txt,data/kitti/raw/training/label_2/000582.txt,1242,375,.png,000582.png,images/kitti/val/000582.png,5,5,0,0,0,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
584,kitti_000583,KITTI,train,model_training,000583,data/kitti/raw/training/image_2/000583.png,data/kitti/raw/training/label_2/000583.txt,000583,data/kitti/raw/training/calib/000583.txt,data/kitti/raw/training/label_2/000583.txt,1242,375,.png,000583.png,images/kitti/train/000583.png,4,3,0,1,2,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
585,kitti_000584,KITTI,train,model_training,000584,data/kitti/raw/training/image_2/000584.png,data/kitti/raw/training/label_2/000584.txt,000584,data/kitti/raw/training/calib/000584.txt,data/kitti/raw/training/label_2/000584.txt,1242,375,.png,000584.png,images/kitti/train/000584.png,1,1,0,0,1,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
586,kitti_000585,KITTI,train,model_training,000585,data/kitti/raw/training/image_2/000585.png,data/kitti/raw/training/label_2/000585.txt,000585,data/kitti/raw/training/calib/000585.txt,data/kitti/raw/training/label_2/000585.txt,1242,375,.png,000585.png,images/kitti/train/000585.png,4,3,0,1,1,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
587,kitti_000586,KITTI,val,in_domain_validation,000586,data/kitti/raw/training/image_2/000586.png,data/kitti/raw/training/label_2/000586.txt,000586,data/kitti/raw/training/calib/000586.txt,data/kitti/raw/training/label_2/000586.txt,1242,375,.png,000586.png,images/kitti/val/000586.png,13,13,0,0,1,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
588,kitti_000587,KITTI,train,model_training,000587,data/kitti/raw/training/image_2/000587.png,data/kitti/raw/training/label_2/000587.txt,000587,data/kitti/raw/training/calib/000587.txt,data/kitti/raw/training/label_2/000587.txt,1242,375,.png,000587.png,images/kitti/train/000587.png,2,2,0,0,1,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
589,kitti_000588,KITTI,val,in_domain_validation,000588,data/kitti/raw/training/image_2/000588.png,data/kitti/raw/training/label_2/000588.txt,000588,data/kitti/raw/training/calib/000588.txt,data/kitti/raw/training/label_2/000588.txt,1242,375,.png,000588.png,images/kitti/val/000588.png,4,4,0,0,3,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
590,kitti_000589,KITTI,train,model_training,000589,data/kitti/raw/training/image_2/000589.png,data/kitti/raw/training/label_2/000589.txt,000589,data/kitti/raw/training/calib/000589.txt,data/kitti/raw/training/label_2/000589.txt,1242,375,.png,000589.png,images/kitti/train/000589.png,4,4,0,0,2,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
591,kitti_000590,KITTI,train,model_training,000590,data/kitti/raw/training/image_2/000590.png,data/kitti/raw/training/label_2/000590.txt,000590,data/kitti/raw/training/calib/000590.txt,data/kitti/raw/training/label_2/000590.txt,1242,375,.png,000590.png,images/kitti/train/000590.png,19,18,0,1,1,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
592,kitti_000591,KITTI,train,model_training,000591,data/kitti/raw/training/image_2/000591.png,data/kitti/raw/training/label_2/000591.txt,000591,data/kitti/raw/training/calib/000591.txt,data/kitti/raw/training/label_2/000591.txt,1242,375,.png,000591.png,images/kitti/train/000591.png,7,7,0,0,2,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
593,kitti_000592,KITTI,train,model_training,000592,data/kitti/raw/training/image_2/000592.png,data/kitti/raw/training/label_2/000592.txt,000592,data/kitti/raw/training/calib/000592.txt,data/kitti/raw/training/label_2/000592.txt,1242,375,.png,000592.png,images/kitti/train/000592.png,7,7,0,0,3,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
594,kitti_000593,KITTI,train,model_training,000593,data/kitti/raw/training/image_2/000593.png,data/kitti/raw/training/label_2/000593.txt,000593,data/kitti/raw/training/calib/000593.txt,data/kitti/raw/training/label_2/000593.txt,1242,375,.png,000593.png,images/kitti/train/000593.png,1,1,0,0,1,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
595,kitti_000594,KITTI,train,model_training,000594,data/kitti/raw/training/image_2/000594.png,data/kitti/raw/training/label_2/000594.txt,000594,data/kitti/raw/training/calib/000594.txt,data/kitti/raw/training/label_2/000594.txt,1242,375,.png,000594.png,images/kitti/train/000594.png,4,4,0,0,2,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
596,kitti_000595,KITTI,val,in_domain_validation,000595,data/kitti/raw/training/image_2/000595.png,data/kitti/raw/training/label_2/000595.txt,000595,data/kitti/raw/training/calib/000595.txt,data/kitti/raw/training/label_2/000595.txt,1238,374,.png,000595.png,images/kitti/val/000595.png,4,2,2,0,5,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
597,kitti_000596,KITTI,train,model_training,000596,data/kitti/raw/training/image_2/000596.png,data/kitti/raw/training/label_2/000596.txt,000596,data/kitti/raw/training/calib/000596.txt,data/kitti/raw/training/label_2/000596.txt,1242,375,.png,000596.png,images/kitti/train/000596.png,10,1,8,1,6,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
598,kitti_000597,KITTI,train,model_training,000597,data/kitti/raw/training/image_2/000597.png,data/kitti/raw/training/label_2/000597.txt,000597,data/kitti/raw/training/calib/000597.txt,data/kitti/raw/training/label_2/000597.txt,1242,375,.png,000597.png,images/kitti/train/000597.png,12,12,0,0,1,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
599,kitti_000598,KITTI,train,model_training,000598,data/kitti/raw/training/image_2/000598.png,data/kitti/raw/training/label_2/000598.txt,000598,data/kitti/raw/training/calib/000598.txt,data/kitti/raw/training/label_2/000598.txt,1224,370,.png,000598.png,images/kitti/train/000598.png,1,0,1,0,0,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
600,kitti_000599,KITTI,val,in_domain_validation,000599,data/kitti/raw/training/image_2/000599.png,data/kitti/raw/training/label_2/000599.txt,000599,data/kitti/raw/training/calib/000599.txt,data/kitti/raw/training/label_2/000599.txt,1242,375,.png,000599.png,images/kitti/val/000599.png,9,8,1,0,2,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
601,kitti_000600,KITTI,train,model_training,000600,data/kitti/raw/training/image_2/000600.png,data/kitti/raw/training/label_2/000600.txt,000600,data/kitti/raw/training/calib/000600.txt,data/kitti/raw/training/label_2/000600.txt,1241,376,.png,000600.png,images/kitti/train/000600.png,9,9,0,0,0,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
602,kitti_000601,KITTI,train,model_training,000601,data/kitti/raw/training/image_2/000601.png,data/kitti/raw/training/label_2/000601.txt,000601,data/kitti/raw/training/calib/000601.txt,data/kitti/raw/training/label_2/000601.txt,1242,375,.png,000601.png,images/kitti/train/000601.png,4,4,0,0,3,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
603,kitti_000602,KITTI,train,model_training,000602,data/kitti/raw/training/image_2/000602.png,data/kitti/raw/training/label_2/000602.txt,000602,data/kitti/raw/training/calib/000602.txt,data/kitti/raw/training/label_2/000602.txt,1242,375,.png,000602.png,images/kitti/train/000602.png,1,1,0,0,4,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
604,kitti_000603,KITTI,val,in_domain_validation,000603,data/kitti/raw/training/image_2/000603.png,data/kitti/raw/training/label_2/000603.txt,000603,data/kitti/raw/training/calib/000603.txt,data/kitti/raw/training/label_2/000603.txt,1224,370,.png,000603.png,images/kitti/val/000603.png,7,7,0,0,2,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
605,kitti_000604,KITTI,train,model_training,000604,data/kitti/raw/training/image_2/000604.png,data/kitti/raw/training/label_2/000604.txt,000604,data/kitti/raw/training/calib/000604.txt,data/kitti/raw/training/label_2/000604.txt,1224,370,.png,000604.png,images/kitti/train/000604.png,2,1,1,0,0,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
606,kitti_000605,KITTI,train,model_training,000605,data/kitti/raw/training/image_2/000605.png,data/kitti/raw/training/label_2/000605.txt,000605,data/kitti/raw/training/calib/000605.txt,data/kitti/raw/training/label_2/000605.txt,1242,375,.png,000605.png,images/kitti/train/000605.png,4,4,0,0,0,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
607,kitti_000606,KITTI,train,model_training,000606,data/kitti/raw/training/image_2/000606.png,data/kitti/raw/training/label_2/000606.txt,000606,data/kitti/raw/training/calib/000606.txt,data/kitti/raw/training/label_2/000606.txt,1242,375,.png,000606.png,images/kitti/train/000606.png,1,1,0,0,3,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
608,kitti_000607,KITTI,train,model_training,000607,data/kitti/raw/training/image_2/000607.png,data/kitti/raw/training/label_2/000607.txt,000607,data/kitti/raw/training/calib/000607.txt,data/kitti/raw/training/label_2/000607.txt,1242,375,.png,000607.png,images/kitti/train/000607.png,1,1,0,0,1,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
609,kitti_000608,KITTI,train,model_training,000608,data/kitti/raw/training/image_2/000608.png,data/kitti/raw/training/label_2/000608.txt,000608,data/kitti/raw/training/calib/000608.txt,data/kitti/raw/training/label_2/000608.txt,1242,375,.png,000608.png,images/kitti/train/000608.png,7,3,3,1,0,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
610,kitti_000609,KITTI,train,model_training,000609,data/kitti/raw/training/image_2/000609.png,data/kitti/raw/training/label_2/000609.txt,000609,data/kitti/raw/training/calib/000609.txt,data/kitti/raw/training/label_2/000609.txt,1242,375,.png,000609.png,images/kitti/train/000609.png,3,3,0,0,0,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
611,kitti_000610,KITTI,train,model_training,000610,data/kitti/raw/training/image_2/000610.png,data/kitti/raw/training/label_2/000610.txt,000610,data/kitti/raw/training/calib/000610.txt,data/kitti/raw/training/label_2/000610.txt,1242,375,.png,000610.png,images/kitti/train/000610.png,2,2,0,0,3,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
612,kitti_000611,KITTI,train,model_training,000611,data/kitti/raw/training/image_2/000611.png,data/kitti/raw/training/label_2/000611.txt,000611,data/kitti/raw/training/calib/000611.txt,data/kitti/raw/training/label_2/000611.txt,1242,375,.png,000611.png,images/kitti/train/000611.png,3,3,0,0,2,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
613,kitti_000612,KITTI,train,model_training,000612,data/kitti/raw/training/image_2/000612.png,data/kitti/raw/training/label_2/000612.txt,000612,data/kitti/raw/training/calib/000612.txt,data/kitti/raw/training/label_2/000612.txt,1242,375,.png,000612.png,images/kitti/train/000612.png,12,12,0,0,2,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
614,kitti_000613,KITTI,val,in_domain_validation,000613,data/kitti/raw/training/image_2/000613.png,data/kitti/raw/training/label_2/000613.txt,000613,data/kitti/raw/training/calib/000613.txt,data/kitti/raw/training/label_2/000613.txt,1242,375,.png,000613.png,images/kitti/val/000613.png,14,13,1,0,4,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
615,kitti_000614,KITTI,train,model_training,000614,data/kitti/raw/training/image_2/000614.png,data/kitti/raw/training/label_2/000614.txt,000614,data/kitti/raw/training/calib/000614.txt,data/kitti/raw/training/label_2/000614.txt,1242,375,.png,000614.png,images/kitti/train/000614.png,8,5,0,3,2,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
616,kitti_000615,KITTI,train,model_training,000615,data/kitti/raw/training/image_2/000615.png,data/kitti/raw/training/label_2/000615.txt,000615,data/kitti/raw/training/calib/000615.txt,data/kitti/raw/training/label_2/000615.txt,1242,375,.png,000615.png,images/kitti/train/000615.png,7,6,0,1,2,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
617,kitti_000616,KITTI,train,model_training,000616,data/kitti/raw/training/image_2/000616.png,data/kitti/raw/training/label_2/000616.txt,000616,data/kitti/raw/training/calib/000616.txt,data/kitti/raw/training/label_2/000616.txt,1242,375,.png,000616.png,images/kitti/train/000616.png,3,3,0,0,1,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
618,kitti_000617,KITTI,train,model_training,000617,data/kitti/raw/training/image_2/000617.png,data/kitti/raw/training/label_2/000617.txt,000617,data/kitti/raw/training/calib/000617.txt,data/kitti/raw/training/label_2/000617.txt,1242,375,.png,000617.png,images/kitti/train/000617.png,3,3,0,0,3,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
619,kitti_000618,KITTI,train,model_training,000618,data/kitti/raw/training/image_2/000618.png,data/kitti/raw/training/label_2/000618.txt,000618,data/kitti/raw/training/calib/000618.txt,data/kitti/raw/training/label_2/000618.txt,1242,375,.png,000618.png,images/kitti/train/000618.png,2,1,0,1,2,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
620,kitti_000619,KITTI,val,in_domain_validation,000619,data/kitti/raw/training/image_2/000619.png,data/kitti/raw/training/label_2/000619.txt,000619,data/kitti/raw/training/calib/000619.txt,data/kitti/raw/training/label_2/000619.txt,1242,375,.png,000619.png,images/kitti/val/000619.png,4,4,0,0,3,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
621,kitti_000620,KITTI,train,model_training,000620,data/kitti/raw/training/image_2/000620.png,data/kitti/raw/training/label_2/000620.txt,000620,data/kitti/raw/training/calib/000620.txt,data/kitti/raw/training/label_2/000620.txt,1242,375,.png,000620.png,images/kitti/train/000620.png,6,6,0,0,2,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
622,kitti_000621,KITTI,train,model_training,000621,data/kitti/raw/training/image_2/000621.png,data/kitti/raw/training/label_2/000621.txt,000621,data/kitti/raw/training/calib/000621.txt,data/kitti/raw/training/label_2/000621.txt,1242,375,.png,000621.png,images/kitti/train/000621.png,3,3,0,0,1,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
623,kitti_000622,KITTI,train,model_training,000622,data/kitti/raw/training/image_2/000622.png,data/kitti/raw/training/label_2/000622.txt,000622,data/kitti/raw/training/calib/000622.txt,data/kitti/raw/training/label_2/000622.txt,1242,375,.png,000622.png,images/kitti/train/000622.png,3,2,1,0,2,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
624,kitti_000623,KITTI,val,in_domain_validation,000623,data/kitti/raw/training/image_2/000623.png,data/kitti/raw/training/label_2/000623.txt,000623,data/kitti/raw/training/calib/000623.txt,data/kitti/raw/training/label_2/000623.txt,1242,375,.png,000623.png,images/kitti/val/000623.png,8,8,0,0,4,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
625,kitti_000624,KITTI,train,model_training,000624,data/kitti/raw/training/image_2/000624.png,data/kitti/raw/training/label_2/000624.txt,000624,data/kitti/raw/training/calib/000624.txt,data/kitti/raw/training/label_2/000624.txt,1242,375,.png,000624.png,images/kitti/train/000624.png,3,3,0,0,2,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
626,kitti_000625,KITTI,train,model_training,000625,data/kitti/raw/training/image_2/000625.png,data/kitti/raw/training/label_2/000625.txt,000625,data/kitti/raw/training/calib/000625.txt,data/kitti/raw/training/label_2/000625.txt,1224,370,.png,000625.png,images/kitti/train/000625.png,11,1,10,0,4,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
627,kitti_000626,KITTI,train,model_training,000626,data/kitti/raw/training/image_2/000626.png,data/kitti/raw/training/label_2/000626.txt,000626,data/kitti/raw/training/calib/000626.txt,data/kitti/raw/training/label_2/000626.txt,1242,375,.png,000626.png,images/kitti/train/000626.png,5,5,0,0,2,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
628,kitti_000627,KITTI,train,model_training,000627,data/kitti/raw/training/image_2/000627.png,data/kitti/raw/training/label_2/000627.txt,000627,data/kitti/raw/training/calib/000627.txt,data/kitti/raw/training/label_2/000627.txt,1242,375,.png,000627.png,images/kitti/train/000627.png,3,3,0,0,0,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
629,kitti_000628,KITTI,train,model_training,000628,data/kitti/raw/training/image_2/000628.png,data/kitti/raw/training/label_2/000628.txt,000628,data/kitti/raw/training/calib/000628.txt,data/kitti/raw/training/label_2/000628.txt,1242,375,.png,000628.png,images/kitti/train/000628.png,14,14,0,0,4,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
630,kitti_000629,KITTI,train,model_training,000629,data/kitti/raw/training/image_2/000629.png,data/kitti/raw/training/label_2/000629.txt,000629,data/kitti/raw/training/calib/000629.txt,data/kitti/raw/training/label_2/000629.txt,1242,375,.png,000629.png,images/kitti/train/000629.png,2,2,0,0,1,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
631,kitti_000630,KITTI,train,model_training,000630,data/kitti/raw/training/image_2/000630.png,data/kitti/raw/training/label_2/000630.txt,000630,data/kitti/raw/training/calib/000630.txt,data/kitti/raw/training/label_2/000630.txt,1242,375,.png,000630.png,images/kitti/train/000630.png,3,3,0,0,4,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
632,kitti_000631,KITTI,train,model_training,000631,data/kitti/raw/training/image_2/000631.png,data/kitti/raw/training/label_2/000631.txt,000631,data/kitti/raw/training/calib/000631.txt,data/kitti/raw/training/label_2/000631.txt,1242,375,.png,000631.png,images/kitti/train/000631.png,6,6,0,0,1,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
633,kitti_000632,KITTI,train,model_training,000632,data/kitti/raw/training/image_2/000632.png,data/kitti/raw/training/label_2/000632.txt,000632,data/kitti/raw/training/calib/000632.txt,data/kitti/raw/training/label_2/000632.txt,1242,375,.png,000632.png,images/kitti/train/000632.png,11,9,1,1,2,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
634,kitti_000633,KITTI,train,model_training,000633,data/kitti/raw/training/image_2/000633.png,data/kitti/raw/training/label_2/000633.txt,000633,data/kitti/raw/training/calib/000633.txt,data/kitti/raw/training/label_2/000633.txt,1224,370,.png,000633.png,images/kitti/train/000633.png,1,0,1,0,0,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
635,kitti_000634,KITTI,train,model_training,000634,data/kitti/raw/training/image_2/000634.png,data/kitti/raw/training/label_2/000634.txt,000634,data/kitti/raw/training/calib/000634.txt,data/kitti/raw/training/label_2/000634.txt,1242,375,.png,000634.png,images/kitti/train/000634.png,5,5,0,0,2,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
636,kitti_000635,KITTI,train,model_training,000635,data/kitti/raw/training/image_2/000635.png,data/kitti/raw/training/label_2/000635.txt,000635,data/kitti/raw/training/calib/000635.txt,data/kitti/raw/training/label_2/000635.txt,1242,375,.png,000635.png,images/kitti/train/000635.png,4,4,0,0,2,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
637,kitti_000636,KITTI,train,model_training,000636,data/kitti/raw/training/image_2/000636.png,data/kitti/raw/training/label_2/000636.txt,000636,data/kitti/raw/training/calib/000636.txt,data/kitti/raw/training/label_2/000636.txt,1242,375,.png,000636.png,images/kitti/train/000636.png,2,2,0,0,1,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
638,kitti_000637,KITTI,val,in_domain_validation,000637,data/kitti/raw/training/image_2/000637.png,data/kitti/raw/training/label_2/000637.txt,000637,data/kitti/raw/training/calib/000637.txt,data/kitti/raw/training/label_2/000637.txt,1224,370,.png,000637.png,images/kitti/val/000637.png,8,8,0,0,2,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
639,kitti_000638,KITTI,train,model_training,000638,data/kitti/raw/training/image_2/000638.png,data/kitti/raw/training/label_2/000638.txt,000638,data/kitti/raw/training/calib/000638.txt,data/kitti/raw/training/label_2/000638.txt,1242,375,.png,000638.png,images/kitti/train/000638.png,10,6,4,0,2,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
640,kitti_000639,KITTI,train,model_training,000639,data/kitti/raw/training/image_2/000639.png,data/kitti/raw/training/label_2/000639.txt,000639,data/kitti/raw/training/calib/000639.txt,data/kitti/raw/training/label_2/000639.txt,1242,375,.png,000639.png,images/kitti/train/000639.png,8,6,0,2,3,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
641,kitti_000640,KITTI,train,model_training,000640,data/kitti/raw/training/image_2/000640.png,data/kitti/raw/training/label_2/000640.txt,000640,data/kitti/raw/training/calib/000640.txt,data/kitti/raw/training/label_2/000640.txt,1238,374,.png,000640.png,images/kitti/train/000640.png,4,4,0,0,1,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
642,kitti_000641,KITTI,train,model_training,000641,data/kitti/raw/training/image_2/000641.png,data/kitti/raw/training/label_2/000641.txt,000641,data/kitti/raw/training/calib/000641.txt,data/kitti/raw/training/label_2/000641.txt,1242,375,.png,000641.png,images/kitti/train/000641.png,7,7,0,0,1,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
643,kitti_000642,KITTI,train,model_training,000642,data/kitti/raw/training/image_2/000642.png,data/kitti/raw/training/label_2/000642.txt,000642,data/kitti/raw/training/calib/000642.txt,data/kitti/raw/training/label_2/000642.txt,1242,375,.png,000642.png,images/kitti/train/000642.png,4,4,0,0,3,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
644,kitti_000643,KITTI,val,in_domain_validation,000643,data/kitti/raw/training/image_2/000643.png,data/kitti/raw/training/label_2/000643.txt,000643,data/kitti/raw/training/calib/000643.txt,data/kitti/raw/training/label_2/000643.txt,1242,375,.png,000643.png,images/kitti/val/000643.png,14,14,0,0,0,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
645,kitti_000644,KITTI,train,model_training,000644,data/kitti/raw/training/image_2/000644.png,data/kitti/raw/training/label_2/000644.txt,000644,data/kitti/raw/training/calib/000644.txt,data/kitti/raw/training/label_2/000644.txt,1242,375,.png,000644.png,images/kitti/train/000644.png,3,2,1,0,0,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
646,kitti_000645,KITTI,train,model_training,000645,data/kitti/raw/training/image_2/000645.png,data/kitti/raw/training/label_2/000645.txt,000645,data/kitti/raw/training/calib/000645.txt,data/kitti/raw/training/label_2/000645.txt,1238,374,.png,000645.png,images/kitti/train/000645.png,4,4,0,0,0,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
647,kitti_000646,KITTI,train,model_training,000646,data/kitti/raw/training/image_2/000646.png,data/kitti/raw/training/label_2/000646.txt,000646,data/kitti/raw/training/calib/000646.txt,data/kitti/raw/training/label_2/000646.txt,1224,370,.png,000646.png,images/kitti/train/000646.png,1,0,1,0,0,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
648,kitti_000647,KITTI,train,model_training,000647,data/kitti/raw/training/image_2/000647.png,data/kitti/raw/training/label_2/000647.txt,000647,data/kitti/raw/training/calib/000647.txt,data/kitti/raw/training/label_2/000647.txt,1241,376,.png,000647.png,images/kitti/train/000647.png,6,6,0,0,2,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
649,kitti_000648,KITTI,train,model_training,000648,data/kitti/raw/training/image_2/000648.png,data/kitti/raw/training/label_2/000648.txt,000648,data/kitti/raw/training/calib/000648.txt,data/kitti/raw/training/label_2/000648.txt,1242,375,.png,000648.png,images/kitti/train/000648.png,3,3,0,0,2,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
650,kitti_000649,KITTI,val,in_domain_validation,000649,data/kitti/raw/training/image_2/000649.png,data/kitti/raw/training/label_2/000649.txt,000649,data/kitti/raw/training/calib/000649.txt,data/kitti/raw/training/label_2/000649.txt,1242,375,.png,000649.png,images/kitti/val/000649.png,6,6,0,0,5,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
651,kitti_000650,KITTI,train,model_training,000650,data/kitti/raw/training/image_2/000650.png,data/kitti/raw/training/label_2/000650.txt,000650,data/kitti/raw/training/calib/000650.txt,data/kitti/raw/training/label_2/000650.txt,1242,375,.png,000650.png,images/kitti/train/000650.png,2,2,0,0,5,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
652,kitti_000651,KITTI,train,model_training,000651,data/kitti/raw/training/image_2/000651.png,data/kitti/raw/training/label_2/000651.txt,000651,data/kitti/raw/training/calib/000651.txt,data/kitti/raw/training/label_2/000651.txt,1242,375,.png,000651.png,images/kitti/train/000651.png,9,9,0,0,0,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
653,kitti_000652,KITTI,train,model_training,000652,data/kitti/raw/training/image_2/000652.png,data/kitti/raw/training/label_2/000652.txt,000652,data/kitti/raw/training/calib/000652.txt,data/kitti/raw/training/label_2/000652.txt,1242,375,.png,000652.png,images/kitti/train/000652.png,4,4,0,0,2,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
654,kitti_000653,KITTI,train,model_training,000653,data/kitti/raw/training/image_2/000653.png,data/kitti/raw/training/label_2/000653.txt,000653,data/kitti/raw/training/calib/000653.txt,data/kitti/raw/training/label_2/000653.txt,1242,375,.png,000653.png,images/kitti/train/000653.png,1,1,0,0,1,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
655,kitti_000654,KITTI,train,model_training,000654,data/kitti/raw/training/image_2/000654.png,data/kitti/raw/training/label_2/000654.txt,000654,data/kitti/raw/training/calib/000654.txt,data/kitti/raw/training/label_2/000654.txt,1242,375,.png,000654.png,images/kitti/train/000654.png,1,1,0,0,1,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
656,kitti_000655,KITTI,train,model_training,000655,data/kitti/raw/training/image_2/000655.png,data/kitti/raw/training/label_2/000655.txt,000655,data/kitti/raw/training/calib/000655.txt,data/kitti/raw/training/label_2/000655.txt,1242,375,.png,000655.png,images/kitti/train/000655.png,5,5,0,0,4,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
657,kitti_000656,KITTI,train,model_training,000656,data/kitti/raw/training/image_2/000656.png,data/kitti/raw/training/label_2/000656.txt,000656,data/kitti/raw/training/calib/000656.txt,data/kitti/raw/training/label_2/000656.txt,1238,374,.png,000656.png,images/kitti/train/000656.png,2,2,0,0,1,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
658,kitti_000657,KITTI,train,model_training,000657,data/kitti/raw/training/image_2/000657.png,data/kitti/raw/training/label_2/000657.txt,000657,data/kitti/raw/training/calib/000657.txt,data/kitti/raw/training/label_2/000657.txt,1242,375,.png,000657.png,images/kitti/train/000657.png,2,2,0,0,2,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
659,kitti_000658,KITTI,train,model_training,000658,data/kitti/raw/training/image_2/000658.png,data/kitti/raw/training/label_2/000658.txt,000658,data/kitti/raw/training/calib/000658.txt,data/kitti/raw/training/label_2/000658.txt,1242,375,.png,000658.png,images/kitti/train/000658.png,2,2,0,0,3,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
