image_id,final_segment_number,segment_id,frame_timestamp_micros,camera_id,camera_name,source_front_frame_index,selected_frame_number_in_segment,image_filename,relative_image_path,image_width,image_height,number_of_target_boxes,vehicle_count,pedestrian_count,cyclist_count,time_of_day,weather,location,density_group,sampling_rule
9114112687541091312_1100_000_1120_000_1544144325716300,5,9114112687541091312_1100_000_1120_000,1544144325716300,1,FRONT,10,3,1544144325716300.jpg,images/front/9114112687541091312_1100_000_1120_000/1544144325716300.jpg,1920,1280,48,15,30,3,Dawn/Dusk,sunny,location_sf,high,every_5th_front_frame_starting_at_first
9114112687541091312_1100_000_1120_000_1544144326216286,5,9114112687541091312_1100_000_1120_000,1544144326216286,1,FRONT,15,4,1544144326216286.jpg,images/front/9114112687541091312_1100_000_1120_000/1544144326216286.jpg,1920,1280,48,14,31,3,Dawn/Dusk,sunny,location_sf,high,every_5th_front_frame_starting_at_first
9114112687541091312_1100_000_1120_000_1544144326716290,5,9114112687541091312_1100_000_1120_000,1544144326716290,1,FRONT,20,5,1544144326716290.jpg,images/front/9114112687541091312_1100_000_1120_000/1544144326716290.jpg,1920,1280,46,15,28,3,Dawn/Dusk,sunny,location_sf,high,every_5th_front_frame_starting_at_first
9114112687541091312_1100_000_1120_000_1544144327216278,5,9114112687541091312_1100_000_1120_000,1544144327216278,1,FRONT,25,6,1544144327216278.jpg,images/front/9114112687541091312_1100_000_1120_000/1544144327216278.jpg,1920,1280,42,12,28,2,Dawn/Dusk,sunny,location_sf,high,every_5th_front_frame_starting_at_first
9114112687541091312_1100_000_1120_000_1544144327716284,5,9114112687541091312_1100_000_1120_000,1544144327716284,1,FRONT,30,7,1544144327716284.jpg,images/front/9114112687541091312_1100_000_1120_000/1544144327716284.jpg,1920,1280,38,14,22,2,Dawn/Dusk,sunny,location_sf,high,every_5th_front_frame_starting_at_first
9114112687541091312_1100_000_1120_000_1544144328216300,5,9114112687541091312_1100_000_1120_000,1544144328216300,1,FRONT,35,8,1544144328216300.jpg,images/front/9114112687541091312_1100_000_1120_000/1544144328216300.jpg,1920,1280,40,14,23,3,Dawn/Dusk,sunny,location_sf,high,every_5th_front_frame_starting_at_first
9114112687541091312_1100_000_1120_000_1544144328716280,5,9114112687541091312_1100_000_1120_000,1544144328716280,1,FRONT,40,9,1544144328716280.jpg,images/front/9114112687541091312_1100_000_1120_000/1544144328716280.jpg,1920,1280,40,13,24,3,Dawn/Dusk,sunny,location_sf,high,every_5th_front_frame_starting_at_first
9114112687541091312_1100_000_1120_000_1544144329216283,5,9114112687541091312_1100_000_1120_000,1544144329216283,1,FRONT,45,10,1544144329216283.jpg,images/front/9114112687541091312_1100_000_1120_000/1544144329216283.jpg,1920,1280,39,14,23,2,Dawn/Dusk,sunny,location_sf,high,every_5th_front_frame_starting_at_first
9114112687541091312_1100_000_1120_000_1544144329716272,5,9114112687541091312_1100_000_1120_000,1544144329716272,1,FRONT,50,11,1544144329716272.jpg,images/front/9114112687541091312_1100_000_1120_000/1544144329716272.jpg,1920,1280,39,14,23,2,Dawn/Dusk,sunny,location_sf,high,every_5th_front_frame_starting_at_first
9114112687541091312_1100_000_1120_000_1544144330216284,5,9114112687541091312_1100_000_1120_000,1544144330216284,1,FRONT,55,12,1544144330216284.jpg,images/front/9114112687541091312_1100_000_1120_000/1544144330216284.jpg,1920,1280,37,14,21,2,Dawn/Dusk,sunny,location_sf,high,every_5th_front_frame_starting_at_first
9114112687541091312_1100_000_1120_000_1544144330816285,5,9114112687541091312_1100_000_1120_000,1544144330816285,1,FRONT,60,13,1544144330816285.jpg,images/front/9114112687541091312_1100_000_1120_000/1544144330816285.jpg,1920,1280,36,13,20,3,Dawn/Dusk,sunny,location_sf,high,every_5th_front_frame_starting_at_first
9114112687541091312_1100_000_1120_000_1544144331316268,5,9114112687541091312_1100_000_1120_000,1544144331316268,1,FRONT,65,14,1544144331316268.jpg,images/front/9114112687541091312_1100_000_1120_000/1544144331316268.jpg,1920,1280,40,14,23,3,Dawn/Dusk,sunny,location_sf,high,every_5th_front_frame_starting_at_first
9114112687541091312_1100_000_1120_000_1544144331816256,5,9114112687541091312_1100_000_1120_000,1544144331816256,1,FRONT,70,15,1544144331816256.jpg,images/front/9114112687541091312_1100_000_1120_000/1544144331816256.jpg,1920,1280,42,14,26,2,Dawn/Dusk,sunny,location_sf,high,every_5th_front_frame_starting_at_first
9114112687541091312_1100_000_1120_000_1544144332316253,5,9114112687541091312_1100_000_1120_000,1544144332316253,1,FRONT,75,16,1544144332316253.jpg,images/front/9114112687541091312_1100_000_1120_000/1544144332316253.jpg,1920,1280,44,14,28,2,Dawn/Dusk,sunny,location_sf,high,every_5th_front_frame_starting_at_first
9114112687541091312_1100_000_1120_000_1544144332816253,5,9114112687541091312_1100_000_1120_000,1544144332816253,1,FRONT,80,17,1544144332816253.jpg,images/front/9114112687541091312_1100_000_1120_000/1544144332816253.jpg,1920,1280,43,13,27,3,Dawn/Dusk,sunny,location_sf,high,every_5th_front_frame_starting_at_first
9114112687541091312_1100_000_1120_000_1544144333316285,5,9114112687541091312_1100_000_1120_000,1544144333316285,1,FRONT,85,18,1544144333316285.jpg,images/front/9114112687541091312_1100_000_1120_000/1544144333316285.jpg,1920,1280,43,12,28,3,Dawn/Dusk,sunny,location_sf,high,every_5th_front_frame_starting_at_first
9114112687541091312_1100_000_1120_000_1544144333816269,5,9114112687541091312_1100_000_1120_000,1544144333816269,1,FRONT,90,19,1544144333816269.jpg,images/front/9114112687541091312_1100_000_1120_000/1544144333816269.jpg,1920,1280,42,12,27,3,Dawn/Dusk,sunny,location_sf,high,every_5th_front_frame_starting_at_first
9114112687541091312_1100_000_1120_000_1544144334316230,5,9114112687541091312_1100_000_1120_000,1544144334316230,1,FRONT,95,20,1544144334316230.jpg,images/front/9114112687541091312_1100_000_1120_000/1544144334316230.jpg,1920,1280,43,12,28,3,Dawn/Dusk,sunny,location_sf,high,every_5th_front_frame_starting_at_first
9114112687541091312_1100_000_1120_000_1544144334816198,5,9114112687541091312_1100_000_1120_000,1544144334816198,1,FRONT,100,21,1544144334816198.jpg,images/front/9114112687541091312_1100_000_1120_000/1544144334816198.jpg,1920,1280,44,13,28,3,Dawn/Dusk,sunny,location_sf,high,every_5th_front_frame_starting_at_first
9114112687541091312_1100_000_1120_000_1544144335316215,5,9114112687541091312_1100_000_1120_000,1544144335316215,1,FRONT,105,22,1544144335316215.jpg,images/front/9114112687541091312_1100_000_1120_000/1544144335316215.jpg,1920,1280,43,13,27,3,Dawn/Dusk,sunny,location_sf,high,every_5th_front_frame_starting_at_first
9114112687541091312_1100_000_1120_000_1544144335816195,5,9114112687541091312_1100_000_1120_000,1544144335816195,1,FRONT,110,23,1544144335816195.jpg,images/front/9114112687541091312_1100_000_1120_000/1544144335816195.jpg,1920,1280,45,13,29,3,Dawn/Dusk,sunny,location_sf,high,every_5th_front_frame_starting_at_first
9114112687541091312_1100_000_1120_000_1544144336316269,5,9114112687541091312_1100_000_1120_000,1544144336316269,1,FRONT,115,24,1544144336316269.jpg,images/front/9114112687541091312_1100_000_1120_000/1544144336316269.jpg,1920,1280,44,13,29,2,Dawn/Dusk,sunny,location_sf,high,every_5th_front_frame_starting_at_first
9114112687541091312_1100_000_1120_000_1544144336816339,5,9114112687541091312_1100_000_1120_000,1544144336816339,1,FRONT,120,25,1544144336816339.jpg,images/front/9114112687541091312_1100_000_1120_000/1544144336816339.jpg,1920,1280,43,12,29,2,Dawn/Dusk,sunny,location_sf,high,every_5th_front_frame_starting_at_first
9114112687541091312_1100_000_1120_000_1544144337316333,5,9114112687541091312_1100_000_1120_000,1544144337316333,1,FRONT,125,26,1544144337316333.jpg,images/front/9114112687541091312_1100_000_1120_000/1544144337316333.jpg,1920,1280,44,12,29,3,Dawn/Dusk,sunny,location_sf,high,every_5th_front_frame_starting_at_first
9114112687541091312_1100_000_1120_000_1544144337816224,5,9114112687541091312_1100_000_1120_000,1544144337816224,1,FRONT,130,27,1544144337816224.jpg,images/front/9114112687541091312_1100_000_1120_000/1544144337816224.jpg,1920,1280,43,12,28,3,Dawn/Dusk,sunny,location_sf,high,every_5th_front_frame_starting_at_first
9114112687541091312_1100_000_1120_000_1544144338316151,5,9114112687541091312_1100_000_1120_000,1544144338316151,1,FRONT,135,28,1544144338316151.jpg,images/front/9114112687541091312_1100_000_1120_000/1544144338316151.jpg,1920,1280,42,12,27,3,Dawn/Dusk,sunny,location_sf,high,every_5th_front_frame_starting_at_first
9114112687541091312_1100_000_1120_000_1544144338816151,5,9114112687541091312_1100_000_1120_000,1544144338816151,1,FRONT,140,29,1544144338816151.jpg,images/front/9114112687541091312_1100_000_1120_000/1544144338816151.jpg,1920,1280,45,11,31,3,Dawn/Dusk,sunny,location_sf,high,every_5th_front_frame_starting_at_first
9114112687541091312_1100_000_1120_000_1544144339316236,5,9114112687541091312_1100_000_1120_000,1544144339316236,1,FRONT,145,30,1544144339316236.jpg,images/front/9114112687541091312_1100_000_1120_000/1544144339316236.jpg,1920,1280,44,12,29,3,Dawn/Dusk,sunny,location_sf,high,every_5th_front_frame_starting_at_first
9114112687541091312_1100_000_1120_000_1544144339816354,5,9114112687541091312_1100_000_1120_000,1544144339816354,1,FRONT,150,31,1544144339816354.jpg,images/front/9114112687541091312_1100_000_1120_000/1544144339816354.jpg,1920,1280,47,13,31,3,Dawn/Dusk,sunny,location_sf,high,every_5th_front_frame_starting_at_first
9114112687541091312_1100_000_1120_000_1544144340316344,5,9114112687541091312_1100_000_1120_000,1544144340316344,1,FRONT,155,32,1544144340316344.jpg,images/front/9114112687541091312_1100_000_1120_000/1544144340316344.jpg,1920,1280,46,13,30,3,Dawn/Dusk,sunny,location_sf,high,every_5th_front_frame_starting_at_first
9114112687541091312_1100_000_1120_000_1544144340816348,5,9114112687541091312_1100_000_1120_000,1544144340816348,1,FRONT,160,33,1544144340816348.jpg,images/front/9114112687541091312_1100_000_1120_000/1544144340816348.jpg,1920,1280,47,13,31,3,Dawn/Dusk,sunny,location_sf,high,every_5th_front_frame_starting_at_first
9114112687541091312_1100_000_1120_000_1544144341316314,5,9114112687541091312_1100_000_1120_000,1544144341316314,1,FRONT,165,34,1544144341316314.jpg,images/front/9114112687541091312_1100_000_1120_000/1544144341316314.jpg,1920,1280,49,14,32,3,Dawn/Dusk,sunny,location_sf,high,every_5th_front_frame_starting_at_first
9114112687541091312_1100_000_1120_000_1544144341816280,5,9114112687541091312_1100_000_1120_000,1544144341816280,1,FRONT,170,35,1544144341816280.jpg,images/front/9114112687541091312_1100_000_1120_000/1544144341816280.jpg,1920,1280,48,14,31,3,Dawn/Dusk,sunny,location_sf,high,every_5th_front_frame_starting_at_first
9114112687541091312_1100_000_1120_000_1544144342316340,5,9114112687541091312_1100_000_1120_000,1544144342316340,1,FRONT,175,36,1544144342316340.jpg,images/front/9114112687541091312_1100_000_1120_000/1544144342316340.jpg,1920,1280,46,14,29,3,Dawn/Dusk,sunny,location_sf,high,every_5th_front_frame_starting_at_first
9114112687541091312_1100_000_1120_000_1544144342816305,5,9114112687541091312_1100_000_1120_000,1544144342816305,1,FRONT,180,37,1544144342816305.jpg,images/front/9114112687541091312_1100_000_1120_000/1544144342816305.jpg,1920,1280,46,14,29,3,Dawn/Dusk,sunny,location_sf,high,every_5th_front_frame_starting_at_first
9114112687541091312_1100_000_1120_000_1544144343316292,5,9114112687541091312_1100_000_1120_000,1544144343316292,1,FRONT,185,38,1544144343316292.jpg,images/front/9114112687541091312_1100_000_1120_000/1544144343316292.jpg,1920,1280,46,14,29,3,Dawn/Dusk,sunny,location_sf,high,every_5th_front_frame_starting_at_first
9114112687541091312_1100_000_1120_000_1544144343816197,5,9114112687541091312_1100_000_1120_000,1544144343816197,1,FRONT,190,39,1544144343816197.jpg,images/front/9114112687541091312_1100_000_1120_000/1544144343816197.jpg,1920,1280,44,14,27,3,Dawn/Dusk,sunny,location_sf,high,every_5th_front_frame_starting_at_first
9114112687541091312_1100_000_1120_000_1544144344316123,5,9114112687541091312_1100_000_1120_000,1544144344316123,1,FRONT,195,40,1544144344316123.jpg,images/front/9114112687541091312_1100_000_1120_000/1544144344316123.jpg,1920,1280,47,14,30,3,Dawn/Dusk,sunny,location_sf,high,every_5th_front_frame_starting_at_first
12657584952502228282_3940_000_3960_000_1549937205899042,6,12657584952502228282_3940_000_3960_000,1549937205899042,1,FRONT,0,1,1549937205899042.jpg,images/front/12657584952502228282_3940_000_3960_000/1549937205899042.jpg,1920,1280,41,39,2,0,Dawn/Dusk,sunny,location_sf,medium,every_5th_front_frame_starting_at_first
12657584952502228282_3940_000_3960_000_1549937206398997,6,12657584952502228282_3940_000_3960_000,1549937206398997,1,FRONT,5,2,1549937206398997.jpg,images/front/12657584952502228282_3940_000_3960_000/1549937206398997.jpg,1920,1280,43,40,3,0,Dawn/Dusk,sunny,location_sf,medium,every_5th_front_frame_starting_at_first
12657584952502228282_3940_000_3960_000_1549937206898986,6,12657584952502228282_3940_000_3960_000,1549937206898986,1,FRONT,10,3,1549937206898986.jpg,images/front/12657584952502228282_3940_000_3960_000/1549937206898986.jpg,1920,1280,41,39,2,0,Dawn/Dusk,sunny,location_sf,medium,every_5th_front_frame_starting_at_first
12657584952502228282_3940_000_3960_000_1549937207399013,6,12657584952502228282_3940_000_3960_000,1549937207399013,1,FRONT,15,4,1549937207399013.jpg,images/front/12657584952502228282_3940_000_3960_000/1549937207399013.jpg,1920,1280,41,39,2,0,Dawn/Dusk,sunny,location_sf,medium,every_5th_front_frame_starting_at_first
12657584952502228282_3940_000_3960_000_1549937207898989,6,12657584952502228282_3940_000_3960_000,1549937207898989,1,FRONT,20,5,1549937207898989.jpg,images/front/12657584952502228282_3940_000_3960_000/1549937207898989.jpg,1920,1280,40,38,2,0,Dawn/Dusk,sunny,location_sf,medium,every_5th_front_frame_starting_at_first
12657584952502228282_3940_000_3960_000_1549937208399015,6,12657584952502228282_3940_000_3960_000,1549937208399015,1,FRONT,25,6,1549937208399015.jpg,images/front/12657584952502228282_3940_000_3960_000/1549937208399015.jpg,1920,1280,38,36,2,0,Dawn/Dusk,sunny,location_sf,medium,every_5th_front_frame_starting_at_first
12657584952502228282_3940_000_3960_000_1549937208899013,6,12657584952502228282_3940_000_3960_000,1549937208899013,1,FRONT,30,7,1549937208899013.jpg,images/front/12657584952502228282_3940_000_3960_000/1549937208899013.jpg,1920,1280,39,37,2,0,Dawn/Dusk,sunny,location_sf,medium,every_5th_front_frame_starting_at_first
12657584952502228282_3940_000_3960_000_1549937209398838,6,12657584952502228282_3940_000_3960_000,1549937209398838,1,FRONT,35,8,1549937209398838.jpg,images/front/12657584952502228282_3940_000_3960_000/1549937209398838.jpg,1920,1280,41,38,3,0,Dawn/Dusk,sunny,location_sf,medium,every_5th_front_frame_starting_at_first
12657584952502228282_3940_000_3960_000_1549937209898774,6,12657584952502228282_3940_000_3960_000,1549937209898774,1,FRONT,40,9,1549937209898774.jpg,images/front/12657584952502228282_3940_000_3960_000/1549937209898774.jpg,1920,1280,42,39,3,0,Dawn/Dusk,sunny,location_sf,medium,every_5th_front_frame_starting_at_first
12657584952502228282_3940_000_3960_000_1549937210398649,6,12657584952502228282_3940_000_3960_000,1549937210398649,1,FRONT,45,10,1549937210398649.jpg,images/front/12657584952502228282_3940_000_3960_000/1549937210398649.jpg,1920,1280,40,37,3,0,Dawn/Dusk,sunny,location_sf,medium,every_5th_front_frame_starting_at_first
12657584952502228282_3940_000_3960_000_1549937210898587,6,12657584952502228282_3940_000_3960_000,1549937210898587,1,FRONT,50,11,1549937210898587.jpg,images/front/12657584952502228282_3940_000_3960_000/1549937210898587.jpg,1920,1280,38,35,3,0,Dawn/Dusk,sunny,location_sf,medium,every_5th_front_frame_starting_at_first
12657584952502228282_3940_000_3960_000_1549937211398460,6,12657584952502228282_3940_000_3960_000,1549937211398460,1,FRONT,55,12,1549937211398460.jpg,images/front/12657584952502228282_3940_000_3960_000/1549937211398460.jpg,1920,1280,38,35,3,0,Dawn/Dusk,sunny,location_sf,medium,every_5th_front_frame_starting_at_first
12657584952502228282_3940_000_3960_000_1549937211898457,6,12657584952502228282_3940_000_3960_000,1549937211898457,1,FRONT,60,13,1549937211898457.jpg,images/front/12657584952502228282_3940_000_3960_000/1549937211898457.jpg,1920,1280,34,32,2,0,Dawn/Dusk,sunny,location_sf,medium,every_5th_front_frame_starting_at_first
12657584952502228282_3940_000_3960_000_1549937212398470,6,12657584952502228282_3940_000_3960_000,1549937212398470,1,FRONT,65,14,1549937212398470.jpg,images/front/12657584952502228282_3940_000_3960_000/1549937212398470.jpg,1920,1280,37,34,3,0,Dawn/Dusk,sunny,location_sf,medium,every_5th_front_frame_starting_at_first
12657584952502228282_3940_000_3960_000_1549937212898542,6,12657584952502228282_3940_000_3960_000,1549937212898542,1,FRONT,70,15,1549937212898542.jpg,images/front/12657584952502228282_3940_000_3960_000/1549937212898542.jpg,1920,1280,36,33,3,0,Dawn/Dusk,sunny,location_sf,medium,every_5th_front_frame_starting_at_first
12657584952502228282_3940_000_3960_000_1549937213398698,6,12657584952502228282_3940_000_3960_000,1549937213398698,1,FRONT,75,16,1549937213398698.jpg,images/front/12657584952502228282_3940_000_3960_000/1549937213398698.jpg,1920,1280,34,32,2,0,Dawn/Dusk,sunny,location_sf,medium,every_5th_front_frame_starting_at_first
12657584952502228282_3940_000_3960_000_1549937213898785,6,12657584952502228282_3940_000_3960_000,1549937213898785,1,FRONT,80,17,1549937213898785.jpg,images/front/12657584952502228282_3940_000_3960_000/1549937213898785.jpg,1920,1280,34,32,2,0,Dawn/Dusk,sunny,location_sf,medium,every_5th_front_frame_starting_at_first
12657584952502228282_3940_000_3960_000_1549937214398878,6,12657584952502228282_3940_000_3960_000,1549937214398878,1,FRONT,85,18,1549937214398878.jpg,images/front/12657584952502228282_3940_000_3960_000/1549937214398878.jpg,1920,1280,33,32,1,0,Dawn/Dusk,sunny,location_sf,medium,every_5th_front_frame_starting_at_first
12657584952502228282_3940_000_3960_000_1549937214898834,6,12657584952502228282_3940_000_3960_000,1549937214898834,1,FRONT,90,19,1549937214898834.jpg,images/front/12657584952502228282_3940_000_3960_000/1549937214898834.jpg,1920,1280,32,31,1,0,Dawn/Dusk,sunny,location_sf,medium,every_5th_front_frame_starting_at_first
12657584952502228282_3940_000_3960_000_1549937215398685,6,12657584952502228282_3940_000_3960_000,1549937215398685,1,FRONT,95,20,1549937215398685.jpg,images/front/12657584952502228282_3940_000_3960_000/1549937215398685.jpg,1920,1280,33,32,1,0,Dawn/Dusk,sunny,location_sf,medium,every_5th_front_frame_starting_at_first
12657584952502228282_3940_000_3960_000_1549937215898463,6,12657584952502228282_3940_000_3960_000,1549937215898463,1,FRONT,100,21,1549937215898463.jpg,images/front/12657584952502228282_3940_000_3960_000/1549937215898463.jpg,1920,1280,33,32,1,0,Dawn/Dusk,sunny,location_sf,medium,every_5th_front_frame_starting_at_first
12657584952502228282_3940_000_3960_000_1549937216398410,6,12657584952502228282_3940_000_3960_000,1549937216398410,1,FRONT,105,22,1549937216398410.jpg,images/front/12657584952502228282_3940_000_3960_000/1549937216398410.jpg,1920,1280,32,32,0,0,Dawn/Dusk,sunny,location_sf,medium,every_5th_front_frame_starting_at_first
12657584952502228282_3940_000_3960_000_1549937216898539,6,12657584952502228282_3940_000_3960_000,1549937216898539,1,FRONT,110,23,1549937216898539.jpg,images/front/12657584952502228282_3940_000_3960_000/1549937216898539.jpg,1920,1280,32,32,0,0,Dawn/Dusk,sunny,location_sf,medium,every_5th_front_frame_starting_at_first
12657584952502228282_3940_000_3960_000_1549937217398446,6,12657584952502228282_3940_000_3960_000,1549937217398446,1,FRONT,115,24,1549937217398446.jpg,images/front/12657584952502228282_3940_000_3960_000/1549937217398446.jpg,1920,1280,32,32,0,0,Dawn/Dusk,sunny,location_sf,medium,every_5th_front_frame_starting_at_first
12657584952502228282_3940_000_3960_000_1549937217898497,6,12657584952502228282_3940_000_3960_000,1549937217898497,1,FRONT,120,25,1549937217898497.jpg,images/front/12657584952502228282_3940_000_3960_000/1549937217898497.jpg,1920,1280,31,31,0,0,Dawn/Dusk,sunny,location_sf,medium,every_5th_front_frame_starting_at_first
12657584952502228282_3940_000_3960_000_1549937218398453,6,12657584952502228282_3940_000_3960_000,1549937218398453,1,FRONT,125,26,1549937218398453.jpg,images/front/12657584952502228282_3940_000_3960_000/1549937218398453.jpg,1920,1280,29,29,0,0,Dawn/Dusk,sunny,location_sf,medium,every_5th_front_frame_starting_at_first
12657584952502228282_3940_000_3960_000_1549937218898720,6,12657584952502228282_3940_000_3960_000,1549937218898720,1,FRONT,130,27,1549937218898720.jpg,images/front/12657584952502228282_3940_000_3960_000/1549937218898720.jpg,1920,1280,29,29,0,0,Dawn/Dusk,sunny,location_sf,medium,every_5th_front_frame_starting_at_first
12657584952502228282_3940_000_3960_000_1549937219398999,6,12657584952502228282_3940_000_3960_000,1549937219398999,1,FRONT,135,28,1549937219398999.jpg,images/front/12657584952502228282_3940_000_3960_000/1549937219398999.jpg,1920,1280,27,27,0,0,Dawn/Dusk,sunny,location_sf,medium,every_5th_front_frame_starting_at_first
12657584952502228282_3940_000_3960_000_1549937219898991,6,12657584952502228282_3940_000_3960_000,1549937219898991,1,FRONT,140,29,1549937219898991.jpg,images/front/12657584952502228282_3940_000_3960_000/1549937219898991.jpg,1920,1280,27,25,2,0,Dawn/Dusk,sunny,location_sf,medium,every_5th_front_frame_starting_at_first
12657584952502228282_3940_000_3960_000_1549937220398802,6,12657584952502228282_3940_000_3960_000,1549937220398802,1,FRONT,145,30,1549937220398802.jpg,images/front/12657584952502228282_3940_000_3960_000/1549937220398802.jpg,1920,1280,26,24,2,0,Dawn/Dusk,sunny,location_sf,medium,every_5th_front_frame_starting_at_first
12657584952502228282_3940_000_3960_000_1549937220898674,6,12657584952502228282_3940_000_3960_000,1549937220898674,1,FRONT,150,31,1549937220898674.jpg,images/front/12657584952502228282_3940_000_3960_000/1549937220898674.jpg,1920,1280,26,24,2,0,Dawn/Dusk,sunny,location_sf,medium,every_5th_front_frame_starting_at_first
12657584952502228282_3940_000_3960_000_1549937221398660,6,12657584952502228282_3940_000_3960_000,1549937221398660,1,FRONT,155,32,1549937221398660.jpg,images/front/12657584952502228282_3940_000_3960_000/1549937221398660.jpg,1920,1280,25,23,2,0,Dawn/Dusk,sunny,location_sf,medium,every_5th_front_frame_starting_at_first
12657584952502228282_3940_000_3960_000_1549937221898992,6,12657584952502228282_3940_000_3960_000,1549937221898992,1,FRONT,160,33,1549937221898992.jpg,images/front/12657584952502228282_3940_000_3960_000/1549937221898992.jpg,1920,1280,24,22,2,0,Dawn/Dusk,sunny,location_sf,medium,every_5th_front_frame_starting_at_first
12657584952502228282_3940_000_3960_000_1549937222399274,6,12657584952502228282_3940_000_3960_000,1549937222399274,1,FRONT,165,34,1549937222399274.jpg,images/front/12657584952502228282_3940_000_3960_000/1549937222399274.jpg,1920,1280,23,22,1,0,Dawn/Dusk,sunny,location_sf,medium,every_5th_front_frame_starting_at_first
12657584952502228282_3940_000_3960_000_1549937222899266,6,12657584952502228282_3940_000_3960_000,1549937222899266,1,FRONT,170,35,1549937222899266.jpg,images/front/12657584952502228282_3940_000_3960_000/1549937222899266.jpg,1920,1280,23,22,1,0,Dawn/Dusk,sunny,location_sf,medium,every_5th_front_frame_starting_at_first
12657584952502228282_3940_000_3960_000_1549937223398950,6,12657584952502228282_3940_000_3960_000,1549937223398950,1,FRONT,175,36,1549937223398950.jpg,images/front/12657584952502228282_3940_000_3960_000/1549937223398950.jpg,1920,1280,24,22,1,1,Dawn/Dusk,sunny,location_sf,medium,every_5th_front_frame_starting_at_first
12657584952502228282_3940_000_3960_000_1549937223898628,6,12657584952502228282_3940_000_3960_000,1549937223898628,1,FRONT,180,37,1549937223898628.jpg,images/front/12657584952502228282_3940_000_3960_000/1549937223898628.jpg,1920,1280,24,23,1,0,Dawn/Dusk,sunny,location_sf,medium,every_5th_front_frame_starting_at_first
12657584952502228282_3940_000_3960_000_1549937224398546,6,12657584952502228282_3940_000_3960_000,1549937224398546,1,FRONT,185,38,1549937224398546.jpg,images/front/12657584952502228282_3940_000_3960_000/1549937224398546.jpg,1920,1280,24,23,1,0,Dawn/Dusk,sunny,location_sf,medium,every_5th_front_frame_starting_at_first
12657584952502228282_3940_000_3960_000_1549937224898635,6,12657584952502228282_3940_000_3960_000,1549937224898635,1,FRONT,190,39,1549937224898635.jpg,images/front/12657584952502228282_3940_000_3960_000/1549937224898635.jpg,1920,1280,23,23,0,0,Dawn/Dusk,sunny,location_sf,medium,every_5th_front_frame_starting_at_first
12657584952502228282_3940_000_3960_000_1549937225398829,6,12657584952502228282_3940_000_3960_000,1549937225398829,1,FRONT,195,40,1549937225398829.jpg,images/front/12657584952502228282_3940_000_3960_000/1549937225398829.jpg,1920,1280,23,23,0,0,Dawn/Dusk,sunny,location_sf,medium,every_5th_front_frame_starting_at_first
6324079979569135086_2372_300_2392_300_1506988290759379,7,6324079979569135086_2372_300_2392_300,1506988290759379,1,FRONT,0,1,1506988290759379.jpg,images/front/6324079979569135086_2372_300_2392_300/1506988290759379.jpg,1920,1280,31,22,5,4,Day,sunny,location_other,high,every_5th_front_frame_starting_at_first
6324079979569135086_2372_300_2392_300_1506988291259304,7,6324079979569135086_2372_300_2392_300,1506988291259304,1,FRONT,5,2,1506988291259304.jpg,images/front/6324079979569135086_2372_300_2392_300/1506988291259304.jpg,1920,1280,29,22,3,4,Day,sunny,location_other,high,every_5th_front_frame_starting_at_first
6324079979569135086_2372_300_2392_300_1506988291759180,7,6324079979569135086_2372_300_2392_300,1506988291759180,1,FRONT,10,3,1506988291759180.jpg,images/front/6324079979569135086_2372_300_2392_300/1506988291759180.jpg,1920,1280,31,24,3,4,Day,sunny,location_other,high,every_5th_front_frame_starting_at_first
6324079979569135086_2372_300_2392_300_1506988292259364,7,6324079979569135086_2372_300_2392_300,1506988292259364,1,FRONT,15,4,1506988292259364.jpg,images/front/6324079979569135086_2372_300_2392_300/1506988292259364.jpg,1920,1280,30,23,3,4,Day,sunny,location_other,high,every_5th_front_frame_starting_at_first
6324079979569135086_2372_300_2392_300_1506988292759607,7,6324079979569135086_2372_300_2392_300,1506988292759607,1,FRONT,20,5,1506988292759607.jpg,images/front/6324079979569135086_2372_300_2392_300/1506988292759607.jpg,1920,1280,30,24,3,3,Day,sunny,location_other,high,every_5th_front_frame_starting_at_first
6324079979569135086_2372_300_2392_300_1506988293259610,7,6324079979569135086_2372_300_2392_300,1506988293259610,1,FRONT,25,6,1506988293259610.jpg,images/front/6324079979569135086_2372_300_2392_300/1506988293259610.jpg,1920,1280,29,24,3,2,Day,sunny,location_other,high,every_5th_front_frame_starting_at_first
6324079979569135086_2372_300_2392_300_1506988293759462,7,6324079979569135086_2372_300_2392_300,1506988293759462,1,FRONT,30,7,1506988293759462.jpg,images/front/6324079979569135086_2372_300_2392_300/1506988293759462.jpg,1920,1280,31,27,3,1,Day,sunny,location_other,high,every_5th_front_frame_starting_at_first
6324079979569135086_2372_300_2392_300_1506988294259415,7,6324079979569135086_2372_300_2392_300,1506988294259415,1,FRONT,35,8,1506988294259415.jpg,images/front/6324079979569135086_2372_300_2392_300/1506988294259415.jpg,1920,1280,31,27,3,1,Day,sunny,location_other,high,every_5th_front_frame_starting_at_first
6324079979569135086_2372_300_2392_300_1506988294759358,7,6324079979569135086_2372_300_2392_300,1506988294759358,1,FRONT,40,9,1506988294759358.jpg,images/front/6324079979569135086_2372_300_2392_300/1506988294759358.jpg,1920,1280,30,25,5,0,Day,sunny,location_other,high,every_5th_front_frame_starting_at_first
