partition,global_image_id,image_filename,coco_annotation_count,yolo_row_count,matched_box_count,class_count_mismatch,maximum_normalized_error,maximum_pixel_error,minimum_iou,image_passed
kitti_train,2041,002040.png,5,5,5,False,4.8828122101163274e-11,3.240000978621538e-08,0.9999999963239129,True
kitti_train,2042,002041.png,7,7,7,False,4.906253181502507e-11,3.2100018643177464e-08,0.9999999984461458,True
kitti_train,2043,002042.png,9,9,9,False,4.796868458001313e-11,3.589997277231305e-08,0.9999999925897601,True
kitti_train,2045,002044.png,13,13,13,False,4.9999997198124646e-11,3.80999836124829e-08,0.9999999920253737,True
kitti_train,2046,002045.png,6,6,6,False,4.7578163631101233e-11,3.799999603870674e-08,0.9999999969520988,True
kitti_train,2047,002046.png,4,4,4,False,4.757810811995e-11,4.3000000005122274e-08,0.9999999948614472,True
kitti_train,2050,002049.png,5,5,5,False,4.843758727446357e-11,4.34001208304835e-08,0.9999999950035949,True
kitti_train,2052,002051.png,5,5,5,False,4.9062420792722605e-11,2.7400005819799844e-08,0.9999999958227512,True
kitti_train,2056,002055.png,1,1,1,False,3.335937082127316e-11,2.1299998209656223e-08,0.9999999955170216,True
kitti_train,2057,002056.png,3,3,3,False,4.078123949646795e-11,3.199999909497819e-08,0.9999999952167496,True
kitti_train,2058,002057.png,5,5,5,False,4.992184443608494e-11,3.920001745427726e-08,0.9999999957976885,True
kitti_train,2059,002058.png,1,1,1,False,4.593750380088579e-11,2.939999887985323e-08,0.9999999984717783,True
kitti_train,2060,002059.png,1,1,1,False,4.73436845283004e-11,4.499992201090208e-08,0.9999999988484422,True
kitti_train,2061,002060.png,7,7,7,False,4.8281247055914633e-11,4.3800014282169286e-08,0.9999999948646247,True
kitti_train,2062,002061.png,2,2,2,False,4.960937216580419e-11,3.0500000747224476e-08,0.9999999976326344,True
kitti_train,2063,002062.png,6,6,6,False,4.8125059493031586e-11,3.200000264769187e-08,0.9999999967623515,True
kitti_train,2064,002063.png,11,11,11,False,4.640625037022339e-11,3.6300036754255416e-08,0.9999999939946238,True
kitti_train,2066,002065.png,2,2,2,False,3.5312530677344967e-11,3.060000608456903e-08,0.9999999949543235,True
kitti_train,2067,002066.png,1,1,1,False,4.2031250008234267e-11,3.100001322309254e-08,0.999999995135434,True
kitti_train,2068,002067.png,14,14,14,False,4.992189994723617e-11,4.5100023271515965e-08,0.9999999966807009,True
kitti_train,2069,002068.png,6,6,6,False,3.718747532133193e-11,3.200000264769187e-08,0.9999999965657127,True
kitti_train,2070,002069.png,2,2,2,False,3.546874946525058e-11,3.330001163703855e-08,0.9999999926562211,True
kitti_train,2072,002071.png,8,8,8,False,4.984379575745379e-11,3.5700004730188084e-08,0.9999999914240532,True
kitti_train,2073,002072.png,5,5,5,False,4.9843768001878175e-11,3.999997488790541e-08,0.9999999957732151,True
kitti_train,2074,002073.png,4,4,4,False,4.593750380088579e-11,4.120005314689479e-08,0.9999999973906625,True
kitti_train,2075,002074.png,4,4,4,False,4.7968740091164364e-11,4.139997145102825e-08,0.9999999929461193,True
kitti_train,2076,002075.png,1,1,1,False,4.757810811995e-11,3.200000264769187e-08,0.9999999895305748,True
kitti_train,2077,002076.png,6,6,6,False,4.976563605652018e-11,4.7100002120714635e-08,0.9999999927599136,True
kitti_train,2080,002079.png,5,5,5,False,4.609374687492007e-11,3.600001718950807e-08,0.9999999965855265,True
kitti_train,2081,002080.png,8,8,8,False,4.8593740142877095e-11,4.4499984142021276e-08,0.9999999932793543,True
kitti_train,2082,002081.png,6,6,6,False,4.640621220630692e-11,4.4399996568245115e-08,0.9999999971600201,True
kitti_train,2083,002082.png,9,9,9,False,4.062500336132757e-11,3.200000264769187e-08,0.9999999957888649,True
kitti_train,2084,002083.png,4,4,4,False,4.890625404652127e-11,3.4200013487861725e-08,0.9999999951491823,True
kitti_train,2085,002084.png,7,7,7,False,4.687500387845489e-11,3.2199977795244195e-08,0.9999999833658428,True
kitti_train,2086,002085.png,9,9,9,False,4.937500408530582e-11,3.810004045590176e-08,0.9999999968435346,True
kitti_train,2087,002086.png,9,9,9,False,4.843750400773672e-11,4.200001058052294e-08,0.9999999953649418,True
kitti_train,2088,002087.png,3,3,3,False,4.7187503904311257e-11,3.0200002498759204e-08,0.999999997264084,True
kitti_train,2089,002088.png,12,12,12,False,4.328125358110668e-11,3.8800003210326395e-08,0.9999999956292588,True
kitti_train,2090,002089.png,2,2,2,False,3.593750297348208e-11,2.9400041512417374e-08,0.9999999988083187,True
kitti_train,2091,002090.png,3,3,3,False,4.929684438437221e-11,3.709999418788357e-08,0.9999999966485019,True
kitti_train,2092,002091.png,2,2,2,False,3.945321846998695e-11,2.8899989956698846e-08,0.9999999984483137,True
kitti_train,2093,002092.png,9,9,9,False,4.898437905298536e-11,3.9700012166576926e-08,0.9999999955996847,True
kitti_train,2094,002093.png,4,4,4,False,4.9531240220446193e-11,3.200000264769187e-08,0.9999999959745492,True
kitti_train,2096,002095.png,14,14,14,False,4.8671844332659475e-11,3.6399967484612716e-08,0.9999999927357549,True
kitti_train,2097,002096.png,11,11,11,False,4.67187399877389e-11,4.05000832870428e-08,0.9999999924049087,True
kitti_train,2099,002098.png,4,4,4,False,4.7968740091164364e-11,3.5600010050984565e-08,0.9999999948216166,True
kitti_train,2100,002099.png,2,2,2,False,4.742189974038524e-11,4.149995902480441e-08,0.9999999947482928,True
kitti_train,2101,002100.png,1,1,1,False,4.421875365867578e-11,2.830000056519566e-08,0.9999999962157363,True
kitti_train,2104,002103.png,5,5,5,False,4.2812420275595287e-11,3.9799942896934226e-08,0.9999999940234213,True
kitti_train,2105,002104.png,2,2,2,False,4.8124990104092547e-11,3.200000264769187e-08,0.9999999975027984,True
kitti_train,2106,002105.png,13,13,13,False,4.5781212154594186e-11,3.410002591408556e-08,0.9999999954924214,True
kitti_train,2107,002106.png,15,15,15,False,4.976563605652018e-11,4.61000126961153e-08,0.9999999951127494,True
kitti_train,2108,002107.png,11,11,11,False,4.90625005900025e-11,3.380000634933822e-08,0.9999999921116429,True
kitti_train,2109,002108.png,1,1,1,False,4.5156246797350974e-11,3.950000859731517e-08,0.9999999977919583,True
kitti_train,2110,002109.png,3,3,3,False,3.718753083248316e-11,3.200000264769187e-08,0.999999995338302,True
kitti_train,2112,002111.png,3,3,3,False,4.2968628655160046e-11,3.529993364281836e-08,0.9999999950548719,True
kitti_train,2117,002116.png,2,2,2,False,4.9375031840881434e-11,3.200000264769187e-08,0.9999999957537131,True
kitti_train,2118,002117.png,1,1,1,False,4.843749012994891e-11,3.099999901223782e-08,0.999999998888338,True
kitti_train,2119,002118.png,4,4,4,False,3.437494733304902e-11,2.9399984668998513e-08,0.9999999922644417,True
kitti_train,2120,002119.png,6,6,6,False,4.890624016873346e-11,3.450000463089964e-08,0.9999999960945595,True
kitti_train,2121,002120.png,1,1,1,False,4.8593740142877095e-11,3.4199956644442864e-08,0.9999999987826961,True
kitti_train,2122,002121.png,2,2,2,False,3.335942633242439e-11,3.200000264769187e-08,0.9999999968999932,True
kitti_train,2123,002122.png,2,2,2,False,4.2343739625749777e-11,3.170000084651292e-08,0.9999999993116337,True
kitti_train,2124,002123.png,3,3,3,False,4.7812497017130084e-11,3.0599998979141674e-08,0.9999999961487787,True
kitti_train,2125,002124.png,5,5,5,False,4.328126745889449e-11,3.200000264769187e-08,0.9999999957244068,True
kitti_train,2126,002125.png,2,2,2,False,4.914069151595868e-11,4.06000140174001e-08,0.9999999924727518,True
kitti_train,2127,002126.png,14,14,14,False,4.937494857415459e-11,4.5199954001873266e-08,0.9999999936030785,True
kitti_train,2128,002127.png,2,2,2,False,3.335931531012193e-11,2.7900057375518372e-08,0.9999999932662387,True
kitti_train,2129,002128.png,7,7,7,False,4.554689958524705e-11,3.200005949111073e-08,0.9999999953441474,True
kitti_train,2130,002129.png,13,13,13,False,4.843750053828977e-11,3.819997118625906e-08,0.9999999938253148,True
kitti_train,2131,002130.png,6,6,6,False,4.640626771745815e-11,2.9700004233745858e-08,0.9999999964834672,True
kitti_train,2132,002131.png,4,4,4,False,4.937500408530582e-11,3.200000264769187e-08,0.9999999947503567,True
kitti_train,2133,002132.png,4,4,4,False,4.5781156643442955e-11,3.599996034608921e-08,0.9999999953511096,True
kitti_train,2134,002133.png,3,3,3,False,4.593749686199189e-11,3.200000264769187e-08,0.9999999968010403,True
kitti_train,2135,002134.png,14,14,14,False,4.687500387845489e-11,4.2499891605984885e-08,0.9999999977554677,True
kitti_train,2136,002135.png,15,15,15,False,4.906253181502507e-11,3.65999994755839e-08,0.9999999935031754,True
kitti_train,2137,002136.png,5,5,5,False,4.796875396895217e-11,3.8099999599694456e-08,0.9999999959489547,True
kitti_train,2139,002138.png,4,4,4,False,4.359379524032647e-11,3.200000264769187e-08,0.9999999975904174,True
kitti_train,2140,002139.png,9,9,9,False,4.890625404652127e-11,4.120005314689479e-08,0.9999999939681474,True
kitti_train,2141,002140.png,5,5,5,False,4.937500408530582e-11,3.060000608456903e-08,0.9999999954344897,True
kitti_train,2142,002141.png,2,2,2,False,3.335942633242439e-11,3.200000264769187e-08,0.9999999974095679,True
kitti_train,2145,002144.png,1,1,1,False,4.906250405944945e-11,3.140000259804765e-08,0.9999999984322575,True
kitti_train,2146,002145.png,6,6,6,False,4.8984261091788994e-11,3.91999606108584e-08,0.9999999956134447,True
kitti_train,2147,002146.png,1,1,1,False,3.843750318033301e-11,2.4599998482699448e-08,0.9999999966244659,True
kitti_train,2148,002147.png,15,15,15,False,4.914069151595868e-11,3.669995862765063e-08,0.9999999954115697,True
kitti_train,2149,002148.png,1,1,1,False,2.734375226243202e-11,1.7499999671599653e-08,0.9999999988982317,True
kitti_train,2150,002149.png,6,6,6,False,4.5625000305582475e-11,2.9199999751483574e-08,0.9999999927261922,True
kitti_train,2151,002150.png,9,9,9,False,4.874999015580528e-11,3.470000820016139e-08,0.9999999976598075,True
kitti_train,2152,002151.png,4,4,4,False,4.499999678442279e-11,3.060006292798789e-08,0.9999999954717778,True
kitti_train,2154,002153.png,10,10,10,False,4.734375044779249e-11,4.219998572807526e-08,0.9999999861997536,True
kitti_train,2155,002154.png,1,1,1,False,3.328126663149078e-11,2.1300024855008814e-08,0.9999999937105296,True
kitti_train,2156,002155.png,15,15,15,False,4.984374024630256e-11,4.2300030145270284e-08,0.9999999956281294,True
kitti_train,2158,002157.png,11,11,11,False,4.8281247055914633e-11,3.25000542034104e-08,0.9999999925782297,True
kitti_train,2159,002158.png,7,7,7,False,4.1875003464753036e-11,3.65999994755839e-08,0.9999999965434789,True
kitti_train,2162,002161.png,9,9,9,False,4.890624016873346e-11,4.199998215881351e-08,0.9999999907731487,True
kitti_train,2164,002163.png,4,4,4,False,4.171874651293095e-11,3.200000264769187e-08,0.9999999949569182,True
kitti_train,2165,002164.png,4,4,4,False,4.593750033143884e-11,3.459996378296637e-08,0.9999999910956754,True
kitti_train,2167,002166.png,3,3,3,False,4.937499888113539e-11,3.389999392311438e-08,0.9999999945974558,True
kitti_train,2170,002169.png,9,9,9,False,4.710937195895326e-11,3.339999921081471e-08,0.9999999957789466,True
kitti_train,2171,002170.png,5,5,5,False,4.585942736667903e-11,2.3699998408233114e-08,0.9999999928731945,True
kitti_train,2172,002171.png,14,14,14,False,4.99219554583874e-11,4.06000140174001e-08,0.9999999828688432,True
kitti_train,2174,002173.png,9,9,9,False,4.468750369746033e-11,3.200000264769187e-08,0.9999999962765331,True
kitti_train,2176,002175.png,16,16,16,False,4.8593754020664903e-11,3.889994104611105e-08,0.9999999932390461,True
kitti_train,2178,002177.png,10,10,10,False,4.578125378795761e-11,3.249994051657268e-08,0.9999999943533239,True
kitti_train,2179,002178.png,1,1,1,False,3.7812530884195894e-11,3.200000264769187e-08,0.999999998789809,True
kitti_train,2180,002179.png,1,1,1,False,3.3749988914699713e-11,2.1599994681764656e-08,0.9999999980243482,True
kitti_train,2181,002180.png,5,5,5,False,4.773437201066599e-11,3.590002961573191e-08,0.9999999924829454,True
kitti_train,2182,002181.png,13,13,13,False,4.781247620044837e-11,3.329995479361969e-08,0.9999999963477082,True
kitti_train,2183,002182.png,9,9,9,False,4.921876795016544e-11,4.219998572807526e-08,0.9999999933536639,True
kitti_train,2184,002183.png,7,7,7,False,4.578125378795761e-11,3.610003318499366e-08,0.9999999946940725,True
kitti_train,2185,002184.png,2,2,2,False,4.5156246797350974e-11,2.8899997062126204e-08,0.9999999951319876,True
kitti_train,2186,002185.png,7,7,7,False,4.984375412409037e-11,3.199994580427301e-08,0.9999999959463459,True
kitti_train,2187,002186.png,1,1,1,False,3.328126663149078e-11,2.1300024855008814e-08,0.9999999954319388,True
kitti_train,2188,002187.png,10,10,10,False,4.7578163631101233e-11,4.530002684077772e-08,0.9999999958632662,True
kitti_train,2189,002188.png,3,3,3,False,3.8750003206189376e-11,2.580000568741525e-08,0.9999999945349105,True
kitti_train,2190,002189.png,5,5,5,False,4.7187500434864305e-11,3.200000264769187e-08,0.9999999950773582,True
kitti_train,2191,002190.png,1,1,1,False,3.7812496189726374e-11,2.41999984496033e-08,0.9999999970271679,True
kitti_train,2193,002192.png,1,1,1,False,4.437500367160396e-11,2.6300028821424348e-08,0.9999999962119515,True
kitti_train,2194,002193.png,5,5,5,False,4.921874019458983e-11,4.489999128054478e-08,0.9999999933442113,True
kitti_train,2195,002194.png,15,15,15,False,4.5781212154594186e-11,4.270003728379379e-08,0.9999999963635604,True
kitti_train,2200,002199.png,8,8,8,False,4.328126745889449e-11,2.2100039132055826e-08,0.9999999941426043,True
kitti_train,2201,002200.png,8,8,8,False,4.710931644780203e-11,3.200005949111073e-08,0.999999995378432,True
kitti_train,2202,002201.png,7,7,7,False,4.4687475941884713e-11,3.989998731412925e-08,0.9999999940901335,True
kitti_train,2204,002203.png,1,1,1,False,3.7656266993479903e-11,1.760002987793996e-08,0.9999999985604944,True
kitti_train,2207,002206.png,8,8,8,False,4.9218754072377635e-11,4.209996973258967e-08,0.9999999956931712,True
kitti_train,2208,002207.png,3,3,3,False,4.078123949646795e-11,3.200000264769187e-08,0.9999999981578831,True
kitti_train,2209,002208.png,1,1,1,False,4.1406253425968487e-11,2.650000396897667e-08,0.9999999979488837,True
kitti_train,2211,002210.png,7,7,7,False,4.687500040900794e-11,3.199997422598244e-08,0.9999999907936089,True
kitti_train,2212,002211.png,6,6,6,False,4.6171788614657316e-11,4.320000357438403e-08,0.9999999929726698,True
kitti_train,2213,002212.png,13,13,13,False,4.890625404652127e-11,3.91000298805011e-08,0.999999991389495,True
kitti_train,2214,002213.png,1,1,1,False,3.335931531012193e-11,2.1300001762369902e-08,0.9999999955776387,True
kitti_train,2215,002214.png,6,6,6,False,4.9218754072377635e-11,3.819997118625906e-08,0.9999999964022331,True
kitti_train,2216,002215.png,4,4,4,False,4.351563553939286e-11,3.200000264769187e-08,0.9999999971511765,True
kitti_train,2219,002218.png,4,4,4,False,4.28905799765289e-11,3.519997449075163e-08,0.9999999962680101,True
kitti_train,2220,002219.png,9,9,9,False,4.8281247055914633e-11,4.539998599284445e-08,0.9999999972100567,True
kitti_train,2221,002220.png,1,1,1,False,3.328126663149078e-11,2.1299968011589954e-08,0.9999999913649713,True
kitti_train,2222,002221.png,5,5,5,False,3.335942633242439e-11,3.200005949111073e-08,0.9999999970056898,True
kitti_train,2223,002222.png,1,1,1,False,3.601563491884008e-11,2.1300024855008814e-08,0.9999999897420131,True
kitti_train,2224,002223.png,7,7,7,False,4.9218754072377635e-11,4.4499984142021276e-08,0.999999995534398,True
kitti_train,2225,002224.png,3,3,3,False,4.671875386552671e-11,3.199994580427301e-08,0.9999999933903212,True
kitti_train,2226,002225.png,9,9,9,False,4.8906212413157846e-11,3.8999985463306075e-08,0.9999999962928515,True
kitti_train,2228,002227.png,6,6,6,False,4.992189994723617e-11,2.6600005753607547e-08,0.9999999940191178,True
kitti_train,2229,002228.png,6,6,6,False,4.7656250473648853e-11,3.559999584012985e-08,0.9999999908513321,True
kitti_train,2230,002229.png,5,5,5,False,4.5468753762101244e-11,2.9100004184101635e-08,0.9999999943404709,True
kitti_train,2231,002230.png,10,10,10,False,4.9062476303873837e-11,4.320003199609346e-08,0.9999999947031684,True
kitti_train,2232,002231.png,1,1,1,False,3.328125275370297e-11,2.1299999986013063e-08,0.9999999990183852,True
kitti_train,2233,002232.png,6,6,6,False,4.4609371752102334e-11,3.740001375263091e-08,0.9999999936127643,True
kitti_train,2234,002233.png,5,5,5,False,4.7656253943095805e-11,4.5699977135882364e-08,0.9999999975805134,True
kitti_train,2235,002234.png,7,7,7,False,4.960931665465296e-11,3.8400003177230246e-08,0.999999997787553,True
kitti_train,2236,002235.png,2,2,2,False,4.562500377502943e-11,2.1299999986013063e-08,0.9999999972870472,True
kitti_train,2237,002236.png,3,3,3,False,4.562500377502943e-11,2.9200002416018833e-08,0.9999999946552206,True
kitti_train,2238,002237.png,5,5,5,False,4.796875396895217e-11,3.549996563378954e-08,0.9999999956244876,True
kitti_train,2240,002239.png,4,4,4,False,4.9062476303873837e-11,3.200000264769187e-08,0.9999999964606047,True
kitti_train,2241,002240.png,3,3,3,False,3.9999975554039224e-11,3.199994580427301e-08,0.9999999958939478,True
kitti_train,2242,002241.png,6,6,6,False,4.4296899481821583e-11,4.1700019437485025e-08,0.9999999902257888,True
kitti_train,2243,002242.png,1,1,1,False,3.328126663149078e-11,2.1300024855008814e-08,0.999999997419789,True
kitti_train,2244,002243.png,3,3,3,False,4.8593747081771e-11,3.579998519853689e-08,0.9999999980086387,True
kitti_train,2245,002244.png,1,1,1,False,4.039057976967797e-11,3.600001718950807e-08,0.9999999942866282,True
kitti_train,2248,002247.png,1,1,1,False,4.3281239703318874e-11,3.6299979910836555e-08,0.9999999982013507,True
kitti_train,2249,002248.png,3,3,3,False,4.2187489612821594e-11,3.200005949111073e-08,0.9999999955115766,True
kitti_train,2250,002249.png,1,1,1,False,2.5468738229506016e-11,2.109999286403763e-08,0.9999999988722398,True
kitti_train,2253,002252.png,1,1,1,False,4.117184371210669e-11,2.9299997095222352e-08,0.9999999949914588,True
kitti_train,2254,002253.png,7,7,7,False,4.953126797602181e-11,4.410003384691663e-08,0.9999999943597165,True
kitti_train,2255,002254.png,13,13,13,False,4.992184443608494e-11,3.65999994755839e-08,0.9999999886272629,True
kitti_train,2256,002255.png,4,4,4,False,4.7656323332034844e-11,4.2400074562465306e-08,0.9999999959492745,True
kitti_train,2258,002257.png,16,16,16,False,4.718749870014083e-11,3.8899997889529914e-08,0.999999989046683,True
kitti_train,2259,002258.png,4,4,4,False,4.8593754020664903e-11,3.200000264769187e-08,0.9999999935187305,True
kitti_train,2260,002259.png,3,3,3,False,4.8203219193965197e-11,4.470007297641132e-08,0.999999996165695,True
kitti_train,2261,002260.png,5,5,5,False,4.8671844332659475e-11,4.520001084529213e-08,0.9999999952405931,True
kitti_train,2262,002261.png,1,1,1,False,3.328124581480907e-11,2.1299999986013063e-08,0.9999999985860224,True
kitti_train,2263,002262.png,9,9,9,False,4.664063579795652e-11,3.580001362024632e-08,0.9999999927689178,True
kitti_train,2264,002263.png,9,9,9,False,4.843750400773672e-11,4.4999978854320943e-08,0.9999999968511769,True
kitti_train,2265,002264.png,3,3,3,False,4.94531082750882e-11,2.350000016804188e-08,0.9999999935506104,True
kitti_train,2266,002265.png,2,2,2,False,3.8984371286687747e-11,3.200000264769187e-08,0.9999999969586921,True
kitti_train,2267,002266.png,7,7,7,False,4.421873978088797e-11,3.509998691697547e-08,0.9999999922982724,True
kitti_train,2268,002267.png,1,1,1,False,3.5234370976411356e-11,2.3400048121402506e-08,0.9999999985217359,True
kitti_train,2269,002268.png,6,6,6,False,4.937500408530582e-11,3.9700012166576926e-08,0.9999999941595492,True
kitti_train,2270,002269.png,3,3,3,False,4.7968740091164364e-11,3.2100018643177464e-08,0.999999992697203,True
kitti_train,2271,002270.png,6,6,6,False,4.8437476252161105e-11,2.9400041512417374e-08,0.9999999942785183,True
kitti_train,2272,002271.png,1,1,1,False,4.046873947061158e-11,1.9000012230208085e-08,0.9999999989807132,True
kitti_train,2273,002272.png,7,7,7,False,4.734374003945163e-11,3.799999603870674e-08,0.9999999949266134,True
kitti_train,2274,002273.png,1,1,1,False,3.6093752986410266e-11,2.310000013494573e-08,0.9999999972479392,True
kitti_train,2275,002274.png,5,5,5,False,4.58593718555278e-11,3.479999577393755e-08,0.9999999951414791,True
kitti_train,2276,002275.png,10,10,10,False,4.578126766574542e-11,3.200000264769187e-08,0.9999999939805136,True
kitti_train,2277,002276.png,3,3,3,False,4.562500377502943e-11,3.65999994755839e-08,0.9999999964658909,True
kitti_train,2278,002277.png,4,4,4,False,4.343749665514096e-11,3.130003278783988e-08,0.9999999962290457,True
kitti_train,2280,002279.png,3,3,3,False,3.9374999788455156e-11,2.519999942052209e-08,0.9999999904996819,True
kitti_train,2281,002280.png,3,3,3,False,4.773437201066599e-11,4.139997145102825e-08,0.9999999965911789,True
kitti_train,2283,002282.png,9,9,9,False,4.8593795654028327e-11,3.709999418788357e-08,0.9999999952313201,True
kitti_train,2284,002283.png,3,3,3,False,4.8906247107627365e-11,3.830000139259937e-08,0.9999999944493313,True
kitti_train,2285,002284.png,2,2,2,False,3.335937082127316e-11,3.200000264769187e-08,0.999999997466582,True
kitti_train,2287,002286.png,3,3,3,False,4.046879498176281e-11,2.2800008991907816e-08,0.9999999958624691,True
kitti_train,2288,002287.png,1,1,1,False,2.9687488578566956e-11,1.899999801935337e-08,0.9999999992075799,True
kitti_train,2289,002288.png,6,6,6,False,4.984374024630256e-11,4.1600060285418294e-08,0.9999999947162796,True
kitti_train,2290,002289.png,8,8,8,False,4.8984372114091457e-11,3.2900004498515045e-08,0.9999999898931682,True
kitti_train,2291,002290.png,8,8,8,False,4.95312471593401e-11,4.320000357438403e-08,0.9999999968201159,True
kitti_train,2294,002293.png,9,9,9,False,4.984374024630256e-11,3.739995690921205e-08,0.9999999891800944,True
kitti_train,2295,002294.png,6,6,6,False,4.828124987484028e-11,3.200000264769187e-08,0.9999999379539122,True
kitti_train,2296,002295.png,13,13,13,False,4.8593754020664903e-11,4.390000185594545e-08,0.9999999930844244,True
kitti_train,2297,002296.png,3,3,3,False,3.5859315516972856e-11,2.4000001985768904e-08,0.9999999968041998,True
kitti_train,2299,002298.png,2,2,2,False,4.531250027972611e-11,3.8900054732948774e-08,0.9999999882607661,True
kitti_train,2300,002299.png,1,1,1,False,4.578126766574542e-11,2.510000740585383e-08,0.9999999984724021,True
kitti_train,2301,002300.png,4,4,4,False,4.8750004033593086e-11,3.199994580427301e-08,0.9999999960238416,True
kitti_train,2303,002302.png,5,5,5,False,4.39843717003896e-11,3.200000264769187e-08,0.999999995589575,True
kitti_train,2307,002306.png,5,5,5,False,4.6562503852598525e-11,3.8200028029677924e-08,0.9999999958426499,True
kitti_train,2308,002307.png,4,4,4,False,4.718749870014083e-11,3.9600081436219625e-08,0.9999999893171632,True
kitti_train,2309,002308.png,7,7,7,False,4.914060824923183e-11,4.229998751270614e-08,0.99999998669332,True
kitti_train,2310,002309.png,2,2,2,False,4.624994831559093e-11,3.200000264769187e-08,0.9999999968805465,True
kitti_train,2311,002310.png,1,1,1,False,4.906249712055555e-11,3.139999904533397e-08,0.9999999983202297,True
kitti_train,2314,002313.png,6,6,6,False,4.7656323332034844e-11,3.200000264769187e-08,0.9999999929480275,True
kitti_train,2315,002314.png,10,10,10,False,4.6874996939560987e-11,3.610000476328423e-08,0.9999999954079083,True
kitti_train,2316,002315.png,12,12,12,False,4.984374718519646e-11,4.620000026989146e-08,0.9999999967882475,True
kitti_train,2317,002316.png,1,1,1,False,2.703126611436346e-11,1.3700059753318783e-08,0.999999998989677,True
kitti_train,2319,002318.png,13,13,13,False,4.8671844332659475e-11,4.149995902480441e-08,0.9999999951646398,True
kitti_train,2320,002319.png,3,3,3,False,4.742189974038524e-11,3.169998308294453e-08,0.999999993371154,True
kitti_train,2321,002320.png,2,2,2,False,3.335942633242439e-11,3.200005949111073e-08,0.9999999986742298,True
kitti_train,2322,002321.png,1,1,1,False,3.328126663149078e-11,2.1299996433299384e-08,0.9999999983481284,True
kitti_train,2323,002322.png,11,11,11,False,4.734374003945163e-11,4.20999981542991e-08,0.9999999912082059,True
kitti_train,2324,002323.png,1,1,1,False,3.84374893025452e-11,2.4599998482699448e-08,0.9999999970508353,True
kitti_train,2325,002324.png,1,1,1,False,2.9687502456354764e-11,1.899999801935337e-08,0.9999999991430071,True
kitti_train,2328,002327.png,4,4,4,False,4.640625383967034e-11,2.9700004233745858e-08,0.99999999502742,True
kitti_train,2329,002328.png,6,6,6,False,4.968749717226828e-11,3.200005949111073e-08,0.9999999956617672,True
kitti_train,2330,002329.png,1,1,1,False,3.328121112033955e-11,2.1299968011589954e-08,0.9999999957313741,True
kitti_train,2331,002330.png,2,2,2,False,4.2656246590500047e-11,3.200000264769187e-08,0.9999999944937448,True
kitti_train,2332,002331.png,7,7,7,False,4.67187399877389e-11,3.200000264769187e-08,0.9999999977058452,True
kitti_train,2333,002332.png,7,7,7,False,4.734374003945163e-11,3.200005949111073e-08,0.9999999975491988,True
kitti_train,2334,002333.png,11,11,11,False,4.4687531453035945e-11,4.119999630347593e-08,0.9999999916604843,True
kitti_train,2336,002335.png,4,4,4,False,4.8671899843810706e-11,4.299998579426756e-08,0.9999999950264932,True
kitti_train,2338,002337.png,2,2,2,False,3.335942633242439e-11,3.200000264769187e-08,0.999999996710053,True
kitti_train,2339,002338.png,7,7,7,False,4.640624690077644e-11,3.920007429769612e-08,0.9999999963204587,True
kitti_train,2340,002339.png,12,12,12,False,4.656253160817414e-11,3.8400003177230246e-08,0.9999999914740726,True
kitti_train,2341,002340.png,9,9,9,False,4.929684438437221e-11,3.3999995707745256e-08,0.9999999960892089,True
kitti_train,2342,002341.png,10,10,10,False,4.95312471593401e-11,4.089997673872858e-08,0.9999999953621623,True
kitti_train,2343,002342.png,2,2,2,False,3.921873936718612e-11,2.5099993194999115e-08,0.9999999985064756,True
kitti_train,2344,002343.png,1,1,1,False,4.6093750344367024e-11,2.9499998888127266e-08,0.999999996163425,True
kitti_train,2345,002344.png,8,8,8,False,4.874997627801747e-11,3.450003305260907e-08,0.9999999976845529,True
kitti_train,2346,002345.png,8,8,8,False,4.890625404652127e-11,3.5000027764908737e-08,0.9999999927282583,True
kitti_train,2347,002346.png,4,4,4,False,4.531249681027916e-11,3.2199977795244195e-08,0.9999999951829273,True
kitti_train,2348,002347.png,3,3,3,False,4.890625057707432e-11,3.130000081341677e-08,0.9999999945942697,True
kitti_train,2349,002348.png,2,2,2,False,4.8828052712224235e-11,3.269997250754386e-08,0.9999999989261628,True
kitti_train,2350,002349.png,13,13,13,False,4.703124695248917e-11,3.7099937344464706e-08,0.9999999930528798,True
kitti_train,2353,002352.png,4,4,4,False,4.6093753813813976e-11,3.850001917271584e-08,0.9999999950451431,True
kitti_train,2354,002353.png,3,3,3,False,4.898435823630365e-11,3.199994580427301e-08,0.9999999949499623,True
kitti_train,2356,002355.png,2,2,2,False,4.9531254098234e-11,3.17000043992266e-08,0.9999999985354244,True
kitti_train,2357,002356.png,3,3,3,False,3.999999984016789e-11,3.330001163703855e-08,0.9999999953776314,True
kitti_train,2358,002357.png,12,12,12,False,4.7656250473648853e-11,3.200005949111073e-08,0.9999999950489453,True
kitti_train,2359,002358.png,2,2,2,False,3.8750003206189376e-11,2.710001467676193e-08,0.9999999966684054,True
kitti_train,2360,002359.png,4,4,4,False,4.984374024630256e-11,3.640002432803158e-08,0.9999999948489053,True
kitti_train,2361,002360.png,1,1,1,False,3.781241986189343e-11,2.6799966690305155e-08,0.9999999988771036,True
kitti_train,2362,002361.png,4,4,4,False,3.687500305105118e-11,3.200000264769187e-08,0.9999999986609432,True
