global_image_id,canonical_image_key,dataset,partition,experimental_role,source_image_id,source_image_path,output_filename,output_relative_path,output_absolute_path,source_width,source_height,target_width,target_height,nominal_scale,actual_scale_x,actual_scale_y,resized_width,resized_height,padding_left,padding_top,padding_right,padding_bottom,padding_value,interpolation,source_extension,output_extension,png_compression_level,target_box_count,vehicle_count,pedestrian_count,cyclist_count,ignored_box_count,is_negative,output_size_bytes,dimensions_valid,padding_valid,geometry_valid,aspect_ratio_error,aspect_ratio_valid,processing_status
960,kitti_000959,KITTI,train,model_training,000959,data/kitti/raw/training/image_2/000959.png,000959.png,images/kitti/train/000959.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/000959.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,11,10,1,0,0,False,243689,True,True,True,0.004062176165803066,True,created
961,kitti_000960,KITTI,val,in_domain_validation,000960,data/kitti/raw/training/image_2/000960.png,000960.png,images/kitti/val/000960.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/val/000960.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,1,1,0,0,0,False,279537,True,True,True,0.004062176165803066,True,created
962,kitti_000961,KITTI,val,in_domain_validation,000961,data/kitti/raw/training/image_2/000961.png,000961.png,images/kitti/val/000961.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/val/000961.png,1238,374,640,640,0.5169628432956381,0.5169628432956381,0.516042780748663,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,7,1,6,0,3,False,217009,True,True,True,0.005901748358316361,True,created
963,kitti_000962,KITTI,train,model_training,000962,data/kitti/raw/training/image_2/000962.png,000962.png,images/kitti/train/000962.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/000962.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,6,6,0,0,2,False,246007,True,True,True,0.004062176165803066,True,created
964,kitti_000963,KITTI,train,model_training,000963,data/kitti/raw/training/image_2/000963.png,000963.png,images/kitti/train/000963.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/000963.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,5,5,0,0,2,False,227405,True,True,True,0.004062176165803066,True,created
965,kitti_000964,KITTI,train,model_training,000964,data/kitti/raw/training/image_2/000964.png,000964.png,images/kitti/train/000964.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/000964.png,1238,374,640,640,0.5169628432956381,0.5169628432956381,0.516042780748663,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,11,1,10,0,2,False,240907,True,True,True,0.005901748358316361,True,created
966,kitti_000965,KITTI,train,model_training,000965,data/kitti/raw/training/image_2/000965.png,000965.png,images/kitti/train/000965.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/000965.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,12,10,0,2,0,False,246788,True,True,True,0.004062176165803066,True,created
967,kitti_000966,KITTI,train,model_training,000966,data/kitti/raw/training/image_2/000966.png,000966.png,images/kitti/train/000966.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/000966.png,1224,370,640,640,0.5228758169934641,0.5228758169934641,0.5216216216216216,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,18,1,17,0,2,False,258425,True,True,True,0.00795406805769483,True,created
968,kitti_000967,KITTI,train,model_training,000967,data/kitti/raw/training/image_2/000967.png,000967.png,images/kitti/train/000967.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/000967.png,1241,376,640,640,0.515713134568896,0.515713134568896,0.5159574468085106,640,194,0,223,0,223,114,opencv_inter_area,.png,.png,3,3,3,0,0,4,False,211548,True,True,True,0.0015628427286689117,True,created
969,kitti_000968,KITTI,train,model_training,000968,data/kitti/raw/training/image_2/000968.png,000968.png,images/kitti/train/000968.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/000968.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,1,1,0,0,1,False,272646,True,True,True,0.004062176165803066,True,created
970,kitti_000969,KITTI,val,in_domain_validation,000969,data/kitti/raw/training/image_2/000969.png,000969.png,images/kitti/val/000969.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/val/000969.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,3,3,0,0,1,False,248910,True,True,True,0.004062176165803066,True,created
971,kitti_000970,KITTI,train,model_training,000970,data/kitti/raw/training/image_2/000970.png,000970.png,images/kitti/train/000970.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/000970.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,7,7,0,0,5,False,254977,True,True,True,0.004062176165803066,True,created
972,kitti_000971,KITTI,train,model_training,000971,data/kitti/raw/training/image_2/000971.png,000971.png,images/kitti/train/000971.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/000971.png,1238,374,640,640,0.5169628432956381,0.5169628432956381,0.516042780748663,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,5,0,5,0,4,False,227748,True,True,True,0.005901748358316361,True,created
973,kitti_000972,KITTI,train,model_training,000972,data/kitti/raw/training/image_2/000972.png,000972.png,images/kitti/train/000972.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/000972.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,3,2,0,1,4,False,229506,True,True,True,0.004062176165803066,True,created
974,kitti_000973,KITTI,train,model_training,000973,data/kitti/raw/training/image_2/000973.png,000973.png,images/kitti/train/000973.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/000973.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,2,2,0,0,1,False,232827,True,True,True,0.004062176165803066,True,created
975,kitti_000974,KITTI,train,model_training,000974,data/kitti/raw/training/image_2/000974.png,000974.png,images/kitti/train/000974.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/000974.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,3,3,0,0,4,False,243681,True,True,True,0.004062176165803066,True,created
976,kitti_000975,KITTI,val,in_domain_validation,000975,data/kitti/raw/training/image_2/000975.png,000975.png,images/kitti/val/000975.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/val/000975.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,5,5,0,0,1,False,239086,True,True,True,0.004062176165803066,True,created
977,kitti_000976,KITTI,train,model_training,000976,data/kitti/raw/training/image_2/000976.png,000976.png,images/kitti/train/000976.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/000976.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,6,6,0,0,2,False,243552,True,True,True,0.004062176165803066,True,created
978,kitti_000977,KITTI,train,model_training,000977,data/kitti/raw/training/image_2/000977.png,000977.png,images/kitti/train/000977.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/000977.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,14,14,0,0,0,False,248772,True,True,True,0.004062176165803066,True,created
979,kitti_000978,KITTI,train,model_training,000978,data/kitti/raw/training/image_2/000978.png,000978.png,images/kitti/train/000978.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/000978.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,2,2,0,0,0,False,255420,True,True,True,0.004062176165803066,True,created
980,kitti_000979,KITTI,train,model_training,000979,data/kitti/raw/training/image_2/000979.png,000979.png,images/kitti/train/000979.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/000979.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,2,2,0,0,4,False,217607,True,True,True,0.004062176165803066,True,created
981,kitti_000980,KITTI,train,model_training,000980,data/kitti/raw/training/image_2/000980.png,000980.png,images/kitti/train/000980.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/000980.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,6,6,0,0,4,False,252264,True,True,True,0.004062176165803066,True,created
982,kitti_000981,KITTI,val,in_domain_validation,000981,data/kitti/raw/training/image_2/000981.png,000981.png,images/kitti/val/000981.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/val/000981.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,5,5,0,0,0,False,255657,True,True,True,0.004062176165803066,True,created
983,kitti_000982,KITTI,val,in_domain_validation,000982,data/kitti/raw/training/image_2/000982.png,000982.png,images/kitti/val/000982.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/val/000982.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,11,6,3,2,1,False,235265,True,True,True,0.004062176165803066,True,created
984,kitti_000983,KITTI,val,in_domain_validation,000983,data/kitti/raw/training/image_2/000983.png,000983.png,images/kitti/val/000983.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/val/000983.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,7,6,0,1,1,False,245182,True,True,True,0.004062176165803066,True,created
985,kitti_000984,KITTI,train,model_training,000984,data/kitti/raw/training/image_2/000984.png,000984.png,images/kitti/train/000984.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/000984.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,3,3,0,0,7,False,238839,True,True,True,0.004062176165803066,True,created
986,kitti_000985,KITTI,train,model_training,000985,data/kitti/raw/training/image_2/000985.png,000985.png,images/kitti/train/000985.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/000985.png,1241,376,640,640,0.515713134568896,0.515713134568896,0.5159574468085106,640,194,0,223,0,223,114,opencv_inter_area,.png,.png,3,12,12,0,0,2,False,203672,True,True,True,0.0015628427286689117,True,created
987,kitti_000986,KITTI,train,model_training,000986,data/kitti/raw/training/image_2/000986.png,000986.png,images/kitti/train/000986.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/000986.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,12,12,0,0,0,False,261824,True,True,True,0.004062176165803066,True,created
988,kitti_000987,KITTI,train,model_training,000987,data/kitti/raw/training/image_2/000987.png,000987.png,images/kitti/train/000987.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/000987.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,5,4,1,0,1,False,236967,True,True,True,0.004062176165803066,True,created
989,kitti_000988,KITTI,train,model_training,000988,data/kitti/raw/training/image_2/000988.png,000988.png,images/kitti/train/000988.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/000988.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,4,3,0,1,5,False,247485,True,True,True,0.004062176165803066,True,created
990,kitti_000989,KITTI,train,model_training,000989,data/kitti/raw/training/image_2/000989.png,000989.png,images/kitti/train/000989.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/000989.png,1238,374,640,640,0.5169628432956381,0.5169628432956381,0.516042780748663,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,1,1,0,0,1,False,258214,True,True,True,0.005901748358316361,True,created
991,kitti_000990,KITTI,val,in_domain_validation,000990,data/kitti/raw/training/image_2/000990.png,000990.png,images/kitti/val/000990.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/val/000990.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,2,2,0,0,4,False,280059,True,True,True,0.004062176165803066,True,created
992,kitti_000991,KITTI,val,in_domain_validation,000991,data/kitti/raw/training/image_2/000991.png,000991.png,images/kitti/val/000991.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/val/000991.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,5,5,0,0,1,False,247402,True,True,True,0.004062176165803066,True,created
993,kitti_000992,KITTI,train,model_training,000992,data/kitti/raw/training/image_2/000992.png,000992.png,images/kitti/train/000992.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/000992.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,13,8,3,2,1,False,241899,True,True,True,0.004062176165803066,True,created
994,kitti_000993,KITTI,train,model_training,000993,data/kitti/raw/training/image_2/000993.png,000993.png,images/kitti/train/000993.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/000993.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,1,1,0,0,0,False,250649,True,True,True,0.004062176165803066,True,created
995,kitti_000994,KITTI,train,model_training,000994,data/kitti/raw/training/image_2/000994.png,000994.png,images/kitti/train/000994.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/000994.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,7,7,0,0,1,False,262036,True,True,True,0.004062176165803066,True,created
996,kitti_000995,KITTI,train,model_training,000995,data/kitti/raw/training/image_2/000995.png,000995.png,images/kitti/train/000995.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/000995.png,1238,374,640,640,0.5169628432956381,0.5169628432956381,0.516042780748663,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,6,6,0,0,0,False,244036,True,True,True,0.005901748358316361,True,created
997,kitti_000996,KITTI,train,model_training,000996,data/kitti/raw/training/image_2/000996.png,000996.png,images/kitti/train/000996.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/000996.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,12,12,0,0,2,False,250261,True,True,True,0.004062176165803066,True,created
998,kitti_000997,KITTI,train,model_training,000997,data/kitti/raw/training/image_2/000997.png,000997.png,images/kitti/train/000997.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/000997.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,2,2,0,0,4,False,281213,True,True,True,0.004062176165803066,True,created
999,kitti_000998,KITTI,train,model_training,000998,data/kitti/raw/training/image_2/000998.png,000998.png,images/kitti/train/000998.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/000998.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,9,8,1,0,0,False,252433,True,True,True,0.004062176165803066,True,created
1000,kitti_000999,KITTI,train,model_training,000999,data/kitti/raw/training/image_2/000999.png,000999.png,images/kitti/train/000999.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/000999.png,1238,374,640,640,0.5169628432956381,0.5169628432956381,0.516042780748663,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,14,3,11,0,6,False,233767,True,True,True,0.005901748358316361,True,created
1001,kitti_001000,KITTI,train,model_training,001000,data/kitti/raw/training/image_2/001000.png,001000.png,images/kitti/train/001000.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/001000.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,3,3,0,0,1,False,220043,True,True,True,0.004062176165803066,True,created
1002,kitti_001001,KITTI,val,in_domain_validation,001001,data/kitti/raw/training/image_2/001001.png,001001.png,images/kitti/val/001001.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/val/001001.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,1,1,0,0,1,False,227815,True,True,True,0.004062176165803066,True,created
1003,kitti_001002,KITTI,train,model_training,001002,data/kitti/raw/training/image_2/001002.png,001002.png,images/kitti/train/001002.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/001002.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,5,5,0,0,1,False,245039,True,True,True,0.004062176165803066,True,created
1004,kitti_001003,KITTI,train,model_training,001003,data/kitti/raw/training/image_2/001003.png,001003.png,images/kitti/train/001003.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/001003.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,7,6,1,0,1,False,261054,True,True,True,0.004062176165803066,True,created
1005,kitti_001004,KITTI,val,in_domain_validation,001004,data/kitti/raw/training/image_2/001004.png,001004.png,images/kitti/val/001004.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/val/001004.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,1,1,0,0,1,False,279078,True,True,True,0.004062176165803066,True,created
1006,kitti_001005,KITTI,val,in_domain_validation,001005,data/kitti/raw/training/image_2/001005.png,001005.png,images/kitti/val/001005.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/val/001005.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,1,1,0,0,1,False,245325,True,True,True,0.004062176165803066,True,created
1007,kitti_001006,KITTI,val,in_domain_validation,001006,data/kitti/raw/training/image_2/001006.png,001006.png,images/kitti/val/001006.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/val/001006.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,1,1,0,0,1,False,271415,True,True,True,0.004062176165803066,True,created
1008,kitti_001007,KITTI,train,model_training,001007,data/kitti/raw/training/image_2/001007.png,001007.png,images/kitti/train/001007.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/001007.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,8,8,0,0,1,False,237593,True,True,True,0.004062176165803066,True,created
1009,kitti_001008,KITTI,train,model_training,001008,data/kitti/raw/training/image_2/001008.png,001008.png,images/kitti/train/001008.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/001008.png,1238,374,640,640,0.5169628432956381,0.5169628432956381,0.516042780748663,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,5,2,2,1,2,False,235991,True,True,True,0.005901748358316361,True,created
1010,kitti_001009,KITTI,train,model_training,001009,data/kitti/raw/training/image_2/001009.png,001009.png,images/kitti/train/001009.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/001009.png,1238,374,640,640,0.5169628432956381,0.5169628432956381,0.516042780748663,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,5,5,0,0,1,False,263785,True,True,True,0.005901748358316361,True,created
1011,kitti_001010,KITTI,val,in_domain_validation,001010,data/kitti/raw/training/image_2/001010.png,001010.png,images/kitti/val/001010.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/val/001010.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,12,12,0,0,2,False,256668,True,True,True,0.004062176165803066,True,created
1012,kitti_001011,KITTI,train,model_training,001011,data/kitti/raw/training/image_2/001011.png,001011.png,images/kitti/train/001011.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/001011.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,9,9,0,0,0,False,266988,True,True,True,0.004062176165803066,True,created
1013,kitti_001012,KITTI,val,in_domain_validation,001012,data/kitti/raw/training/image_2/001012.png,001012.png,images/kitti/val/001012.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/val/001012.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,6,6,0,0,1,False,249288,True,True,True,0.004062176165803066,True,created
1014,kitti_001013,KITTI,train,model_training,001013,data/kitti/raw/training/image_2/001013.png,001013.png,images/kitti/train/001013.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/001013.png,1241,376,640,640,0.515713134568896,0.515713134568896,0.5159574468085106,640,194,0,223,0,223,114,opencv_inter_area,.png,.png,3,10,10,0,0,2,False,188731,True,True,True,0.0015628427286689117,True,created
1015,kitti_001014,KITTI,train,model_training,001014,data/kitti/raw/training/image_2/001014.png,001014.png,images/kitti/train/001014.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/001014.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,2,2,0,0,0,False,238780,True,True,True,0.004062176165803066,True,created
1016,kitti_001015,KITTI,train,model_training,001015,data/kitti/raw/training/image_2/001015.png,001015.png,images/kitti/train/001015.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/001015.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,8,6,2,0,2,False,263326,True,True,True,0.004062176165803066,True,created
1017,kitti_001016,KITTI,train,model_training,001016,data/kitti/raw/training/image_2/001016.png,001016.png,images/kitti/train/001016.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/001016.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,7,7,0,0,1,False,238072,True,True,True,0.004062176165803066,True,created
1018,kitti_001017,KITTI,train,model_training,001017,data/kitti/raw/training/image_2/001017.png,001017.png,images/kitti/train/001017.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/001017.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,3,3,0,0,1,False,275057,True,True,True,0.004062176165803066,True,created
1019,kitti_001018,KITTI,train,model_training,001018,data/kitti/raw/training/image_2/001018.png,001018.png,images/kitti/train/001018.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/001018.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,1,1,0,0,0,False,263201,True,True,True,0.004062176165803066,True,created
1020,kitti_001019,KITTI,train,model_training,001019,data/kitti/raw/training/image_2/001019.png,001019.png,images/kitti/train/001019.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/001019.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,1,0,1,0,2,False,234565,True,True,True,0.004062176165803066,True,created
1021,kitti_001020,KITTI,train,model_training,001020,data/kitti/raw/training/image_2/001020.png,001020.png,images/kitti/train/001020.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/001020.png,1238,374,640,640,0.5169628432956381,0.5169628432956381,0.516042780748663,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,5,5,0,0,0,False,263967,True,True,True,0.005901748358316361,True,created
1022,kitti_001021,KITTI,train,model_training,001021,data/kitti/raw/training/image_2/001021.png,001021.png,images/kitti/train/001021.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/001021.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,7,6,1,0,0,False,255983,True,True,True,0.004062176165803066,True,created
