image_id,split,image_width,image_height,original_annotation_count,target_box_count,ignored_box_count,vehicle_count,pedestrian_count,cyclist_count,contains_vehicle,contains_pedestrian,contains_cyclist,target_empty,ignored_only,presence_signature,density_group,stratification_group
002227,train,1242,375,10,6,4,4,0,2,True,False,True,False,False,V1_P0_C1,medium,V1_P0_C1__medium
002228,train,1242,375,8,6,2,6,0,0,True,False,False,False,False,V1_P0_C0,medium,V1_P0_C0__medium
002229,train,1242,375,7,5,2,5,0,0,True,False,False,False,False,V1_P0_C0,medium,V1_P0_C0__medium
002230,train,1242,375,12,10,2,10,0,0,True,False,False,False,False,V1_P0_C0,high,V1_P0_C0__high
002231,train,1242,375,3,1,2,1,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002232,train,1242,375,8,6,2,5,0,1,True,False,True,False,False,V1_P0_C1,medium,V1_P0_C1__medium
002233,train,1242,375,6,5,1,4,0,1,True,False,True,False,False,V1_P0_C1,medium,V1_P0_C1__medium
002234,train,1242,375,8,7,1,7,0,0,True,False,False,False,False,V1_P0_C0,high,V1_P0_C0__high
002235,train,1242,375,5,2,3,2,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002236,train,1242,375,3,3,0,3,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002237,train,1242,375,6,5,1,5,0,0,True,False,False,False,False,V1_P0_C0,medium,V1_P0_C0__medium
002238,val,1242,375,2,1,1,1,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002239,train,1242,375,6,4,2,4,0,0,True,False,False,False,False,V1_P0_C0,medium,V1_P0_C0__medium
002240,train,1242,375,7,3,4,3,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002241,train,1242,375,9,6,3,6,0,0,True,False,False,False,False,V1_P0_C0,medium,V1_P0_C0__medium
002242,train,1242,375,1,1,0,1,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002243,train,1238,374,7,3,4,1,2,0,True,True,False,False,False,V1_P1_C0,low,V1_P1_C0__low
002244,train,1242,375,1,1,0,1,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002245,val,1224,370,12,5,7,2,2,1,True,True,True,False,False,V1_P1_C1,medium,V1_P1_C1__medium
002246,val,1242,375,4,3,1,3,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002247,train,1224,370,1,1,0,0,1,0,False,True,False,False,False,V0_P1_C0,low,V0_P1_C0__low
002248,train,1242,375,7,3,4,3,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002249,train,1224,370,1,1,0,0,1,0,False,True,False,False,False,V0_P1_C0,low,V0_P1_C0__low
002250,val,1242,375,5,4,1,4,0,0,True,False,False,False,False,V1_P0_C0,medium,V1_P0_C0__medium
002251,val,1242,375,1,1,0,1,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002252,train,1242,375,2,1,1,1,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002253,train,1242,375,10,7,3,7,0,0,True,False,False,False,False,V1_P0_C0,high,V1_P0_C0__high
002254,train,1242,375,14,13,1,12,0,1,True,False,True,False,False,V1_P0_C1,high,V1_P0_C1__high
002255,train,1242,375,5,4,1,4,0,0,True,False,False,False,False,V1_P0_C0,medium,V1_P0_C0__medium
002256,val,1242,375,5,5,0,5,0,0,True,False,False,False,False,V1_P0_C0,medium,V1_P0_C0__medium
002257,train,1242,375,17,16,1,15,0,1,True,False,True,False,False,V1_P0_C1,high,V1_P0_C1__high
002258,train,1242,375,7,4,3,4,0,0,True,False,False,False,False,V1_P0_C0,medium,V1_P0_C0__medium
002259,train,1242,375,7,3,4,3,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002260,train,1241,376,7,5,2,5,0,0,True,False,False,False,False,V1_P0_C0,medium,V1_P0_C0__medium
002261,train,1242,375,4,1,3,1,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002262,train,1241,376,10,9,1,9,0,0,True,False,False,False,False,V1_P0_C0,high,V1_P0_C0__high
002263,train,1242,375,13,9,4,9,0,0,True,False,False,False,False,V1_P0_C0,high,V1_P0_C0__high
002264,train,1242,375,9,3,6,2,0,1,True,False,True,False,False,V1_P0_C1,low,V1_P0_C1__low
002265,train,1242,375,4,2,2,2,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002266,train,1242,375,10,7,3,3,3,1,True,True,True,False,False,V1_P1_C1,high,V1_P1_C1__high
002267,train,1224,370,1,1,0,0,1,0,False,True,False,False,False,V0_P1_C0,low,V0_P1_C0__low
002268,train,1242,375,11,6,5,6,0,0,True,False,False,False,False,V1_P0_C0,medium,V1_P0_C0__medium
002269,train,1242,375,4,3,1,2,0,1,True,False,True,False,False,V1_P0_C1,low,V1_P0_C1__low
002270,train,1224,370,7,6,1,6,0,0,True,False,False,False,False,V1_P0_C0,medium,V1_P0_C0__medium
002271,train,1224,370,1,1,0,0,1,0,False,True,False,False,False,V0_P1_C0,low,V0_P1_C0__low
002272,train,1242,375,9,7,2,7,0,0,True,False,False,False,False,V1_P0_C0,high,V1_P0_C0__high
002273,train,1242,375,7,1,6,1,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002274,train,1238,374,6,5,1,5,0,0,True,False,False,False,False,V1_P0_C0,medium,V1_P0_C0__medium
002275,train,1242,375,11,10,1,9,0,1,True,False,True,False,False,V1_P0_C1,high,V1_P0_C1__high
002276,train,1242,375,4,3,1,3,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002277,train,1242,375,6,4,2,4,0,0,True,False,False,False,False,V1_P0_C0,medium,V1_P0_C0__medium
002278,val,1242,375,4,2,2,2,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002279,train,1242,375,8,3,5,0,1,2,False,True,True,False,False,V0_P1_C1,low,V0_P1_C1__low
002280,train,1242,375,7,3,4,3,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002281,val,1242,375,17,15,2,15,0,0,True,False,False,False,False,V1_P0_C0,high,V1_P0_C0__high
002282,train,1238,374,11,9,2,0,8,1,False,True,True,False,False,V0_P1_C1,high,V0_P1_C1__high
002283,train,1242,375,10,3,7,1,1,1,True,True,True,False,False,V1_P1_C1,low,V1_P1_C1__low
002284,train,1242,375,6,2,4,2,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002285,val,1242,375,9,8,1,5,2,1,True,True,True,False,False,V1_P1_C1,high,V1_P1_C1__high
002286,train,1242,375,7,3,4,3,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002287,train,1224,370,1,1,0,0,1,0,False,True,False,False,False,V0_P1_C0,low,V0_P1_C0__low
002288,train,1242,375,10,6,4,3,0,3,True,False,True,False,False,V1_P0_C1,medium,V1_P0_C1__medium
002289,train,1224,370,11,8,3,0,5,3,False,True,True,False,False,V0_P1_C1,high,V0_P1_C1__high
002290,train,1241,376,9,8,1,8,0,0,True,False,False,False,False,V1_P0_C0,high,V1_P0_C0__high
002291,val,1241,376,3,3,0,3,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002292,val,1242,375,9,4,5,4,0,0,True,False,False,False,False,V1_P0_C0,medium,V1_P0_C0__medium
002293,train,1241,376,12,9,3,9,0,0,True,False,False,False,False,V1_P0_C0,high,V1_P0_C0__high
002294,train,1242,375,7,6,1,4,2,0,True,True,False,False,False,V1_P1_C0,medium,V1_P1_C0__medium
002295,train,1241,376,15,13,2,13,0,0,True,False,False,False,False,V1_P0_C0,high,V1_P0_C0__high
002296,train,1242,375,7,3,4,2,0,1,True,False,True,False,False,V1_P0_C1,low,V1_P0_C1__low
002297,val,1242,375,6,3,3,3,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002298,train,1242,375,6,2,4,2,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002299,train,1224,370,1,1,0,0,1,0,False,True,False,False,False,V0_P1_C0,low,V0_P1_C0__low
002300,train,1242,375,5,4,1,4,0,0,True,False,False,False,False,V1_P0_C0,medium,V1_P0_C0__medium
002301,val,1242,375,6,5,1,4,1,0,True,True,False,False,False,V1_P1_C0,medium,V1_P1_C0__medium
002302,train,1242,375,6,5,1,5,0,0,True,False,False,False,False,V1_P0_C0,medium,V1_P0_C0__medium
002303,val,1242,375,10,8,2,8,0,0,True,False,False,False,False,V1_P0_C0,high,V1_P0_C0__high
002304,val,1242,375,6,2,4,2,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002305,val,1242,375,11,8,3,8,0,0,True,False,False,False,False,V1_P0_C0,high,V1_P0_C0__high
002306,train,1242,375,7,5,2,5,0,0,True,False,False,False,False,V1_P0_C0,medium,V1_P0_C0__medium
002307,train,1242,375,9,4,5,3,1,0,True,True,False,False,False,V1_P1_C0,medium,V1_P1_C0__medium
002308,train,1242,375,11,7,4,6,1,0,True,True,False,False,False,V1_P1_C0,high,V1_P1_C0__high
002309,train,1242,375,6,2,4,1,1,0,True,True,False,False,False,V1_P1_C0,low,V1_P1_C0__low
002310,train,1224,370,1,1,0,0,1,0,False,True,False,False,False,V0_P1_C0,low,V0_P1_C0__low
002311,val,1242,375,8,6,2,6,0,0,True,False,False,False,False,V1_P0_C0,medium,V1_P0_C0__medium
002312,val,1242,375,4,3,1,3,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002313,train,1242,375,11,6,5,6,0,0,True,False,False,False,False,V1_P0_C0,medium,V1_P0_C0__medium
002314,train,1241,376,12,10,2,10,0,0,True,False,False,False,False,V1_P0_C0,high,V1_P0_C0__high
002315,train,1238,374,13,12,1,1,11,0,True,True,False,False,False,V1_P1_C0,high,V1_P1_C0__high
002316,train,1242,375,3,1,2,1,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002317,val,1242,375,19,17,2,16,1,0,True,True,False,False,False,V1_P1_C0,high,V1_P1_C0__high
002318,train,1242,375,14,13,1,13,0,0,True,False,False,False,False,V1_P0_C0,high,V1_P0_C0__high
002319,train,1242,375,4,3,1,3,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002320,train,1242,375,3,2,1,1,0,1,True,False,True,False,False,V1_P0_C1,low,V1_P0_C1__low
002321,train,1242,375,6,1,5,1,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002322,train,1242,375,17,11,6,9,1,1,True,True,True,False,False,V1_P1_C1,high,V1_P1_C1__high
002323,train,1242,375,6,1,5,1,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002324,train,1224,370,1,1,0,0,1,0,False,True,False,False,False,V0_P1_C0,low,V0_P1_C0__low
002325,val,1242,375,4,2,2,2,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002326,val,1242,375,10,6,4,6,0,0,True,False,False,False,False,V1_P0_C0,medium,V1_P0_C0__medium
002327,train,1224,370,5,4,1,1,3,0,True,True,False,False,False,V1_P1_C0,medium,V1_P1_C0__medium
002328,train,1242,375,8,6,2,6,0,0,True,False,False,False,False,V1_P0_C0,medium,V1_P0_C0__medium
002329,train,1242,375,3,1,2,1,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002330,train,1242,375,5,2,3,2,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002331,train,1242,375,15,7,8,7,0,0,True,False,False,False,False,V1_P0_C0,high,V1_P0_C0__high
002332,train,1242,375,10,7,3,7,0,0,True,False,False,False,False,V1_P0_C0,high,V1_P0_C0__high
002333,train,1242,375,12,11,1,11,0,0,True,False,False,False,False,V1_P0_C0,high,V1_P0_C0__high
002334,val,1224,370,1,1,0,0,1,0,False,True,False,False,False,V0_P1_C0,low,V0_P1_C0__low
002335,train,1242,375,8,4,4,4,0,0,True,False,False,False,False,V1_P0_C0,medium,V1_P0_C0__medium
002336,val,1242,375,5,3,2,3,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002337,train,1242,375,4,2,2,2,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002338,train,1242,375,9,7,2,7,0,0,True,False,False,False,False,V1_P0_C0,high,V1_P0_C0__high
002339,train,1242,375,13,12,1,7,3,2,True,True,True,False,False,V1_P1_C1,high,V1_P1_C1__high
002340,train,1242,375,10,9,1,9,0,0,True,False,False,False,False,V1_P0_C0,high,V1_P0_C0__high
002341,train,1241,376,12,10,2,10,0,0,True,False,False,False,False,V1_P0_C0,high,V1_P0_C0__high
002342,train,1224,370,2,2,0,1,1,0,True,True,False,False,False,V1_P1_C0,low,V1_P1_C0__low
002343,train,1242,375,2,1,1,1,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002344,train,1242,375,13,8,5,8,0,0,True,False,False,False,False,V1_P0_C0,high,V1_P0_C0__high
002345,train,1242,375,11,8,3,7,1,0,True,True,False,False,False,V1_P1_C0,high,V1_P1_C0__high
002346,train,1242,375,6,4,2,4,0,0,True,False,False,False,False,V1_P0_C0,medium,V1_P0_C0__medium
002347,train,1241,376,3,3,0,3,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002348,train,1238,374,4,2,2,1,1,0,True,True,False,False,False,V1_P1_C0,low,V1_P1_C0__low
002349,train,1242,375,16,13,3,13,0,0,True,False,False,False,False,V1_P0_C0,high,V1_P0_C0__high
002350,val,1242,375,5,4,1,4,0,0,True,False,False,False,False,V1_P0_C0,medium,V1_P0_C0__medium
002351,val,1242,375,7,2,5,0,2,0,False,True,False,False,False,V0_P1_C0,low,V0_P1_C0__low
002352,train,1242,375,9,4,5,4,0,0,True,False,False,False,False,V1_P0_C0,medium,V1_P0_C0__medium
002353,train,1242,375,5,3,2,3,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002354,val,1242,375,5,1,4,1,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002355,train,1242,375,5,2,3,2,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002356,train,1242,375,6,3,3,3,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002357,train,1242,375,13,12,1,11,0,1,True,False,True,False,False,V1_P0_C1,high,V1_P0_C1__high
002358,train,1242,375,7,2,5,2,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002359,train,1242,375,5,4,1,4,0,0,True,False,False,False,False,V1_P0_C0,medium,V1_P0_C0__medium
002360,train,1224,370,1,1,0,0,1,0,False,True,False,False,False,V0_P1_C0,low,V0_P1_C0__low
002361,train,1242,375,6,4,2,4,0,0,True,False,False,False,False,V1_P0_C0,medium,V1_P0_C0__medium
002362,train,1238,374,12,9,3,1,5,3,True,True,True,False,False,V1_P1_C1,high,V1_P1_C1__high
002363,val,1242,375,2,1,1,1,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002364,train,1242,375,7,4,3,4,0,0,True,False,False,False,False,V1_P0_C0,medium,V1_P0_C0__medium
002365,train,1242,375,3,2,1,2,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002366,train,1242,375,7,6,1,6,0,0,True,False,False,False,False,V1_P0_C0,medium,V1_P0_C0__medium
002367,train,1242,375,13,9,4,8,0,1,True,False,True,False,False,V1_P0_C1,high,V1_P0_C1__high
002368,train,1242,375,3,3,0,3,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002369,train,1238,374,8,3,5,0,3,0,False,True,False,False,False,V0_P1_C0,low,V0_P1_C0__low
002370,train,1242,375,5,2,3,2,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002371,train,1242,375,12,6,6,6,0,0,True,False,False,False,False,V1_P0_C0,medium,V1_P0_C0__medium
002372,val,1242,375,7,5,2,5,0,0,True,False,False,False,False,V1_P0_C0,medium,V1_P0_C0__medium
002373,val,1242,375,5,4,1,4,0,0,True,False,False,False,False,V1_P0_C0,medium,V1_P0_C0__medium
002374,train,1242,375,2,2,0,2,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002375,train,1242,375,15,14,1,13,1,0,True,True,False,False,False,V1_P1_C0,high,V1_P1_C0__high
002376,train,1242,375,6,4,2,4,0,0,True,False,False,False,False,V1_P0_C0,medium,V1_P0_C0__medium
002377,train,1242,375,7,4,3,4,0,0,True,False,False,False,False,V1_P0_C0,medium,V1_P0_C0__medium
002378,val,1242,375,11,9,2,9,0,0,True,False,False,False,False,V1_P0_C0,high,V1_P0_C0__high
002379,train,1242,375,10,6,4,0,4,2,False,True,True,False,False,V0_P1_C1,medium,V0_P1_C1__medium
002380,train,1242,375,12,10,2,10,0,0,True,False,False,False,False,V1_P0_C0,high,V1_P0_C0__high
002381,train,1242,375,9,5,4,5,0,0,True,False,False,False,False,V1_P0_C0,medium,V1_P0_C0__medium
002382,train,1242,375,4,4,0,4,0,0,True,False,False,False,False,V1_P0_C0,medium,V1_P0_C0__medium
002383,train,1242,375,6,5,1,5,0,0,True,False,False,False,False,V1_P0_C0,medium,V1_P0_C0__medium
002384,val,1242,375,8,6,2,5,1,0,True,True,False,False,False,V1_P1_C0,medium,V1_P1_C0__medium
002385,train,1242,375,12,10,2,10,0,0,True,False,False,False,False,V1_P0_C0,high,V1_P0_C0__high
002386,train,1238,374,11,8,3,0,7,1,False,True,True,False,False,V0_P1_C1,high,V0_P1_C1__high
002387,train,1241,376,7,6,1,6,0,0,True,False,False,False,False,V1_P0_C0,medium,V1_P0_C0__medium
002388,val,1242,375,9,8,1,7,0,1,True,False,True,False,False,V1_P0_C1,high,V1_P0_C1__high
002389,train,1242,375,12,9,3,9,0,0,True,False,False,False,False,V1_P0_C0,high,V1_P0_C0__high
002390,val,1242,375,9,2,7,2,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002391,train,1242,375,6,2,4,1,0,1,True,False,True,False,False,V1_P0_C1,low,V1_P0_C1__low
002392,val,1242,375,9,8,1,8,0,0,True,False,False,False,False,V1_P0_C0,high,V1_P0_C0__high
002393,val,1238,374,10,8,2,1,7,0,True,True,False,False,False,V1_P1_C0,high,V1_P1_C0__high
002394,val,1242,375,7,4,3,4,0,0,True,False,False,False,False,V1_P0_C0,medium,V1_P0_C0__medium
002395,train,1242,375,11,9,2,9,0,0,True,False,False,False,False,V1_P0_C0,high,V1_P0_C0__high
002396,val,1242,375,2,1,1,1,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002397,train,1241,376,7,5,2,5,0,0,True,False,False,False,False,V1_P0_C0,medium,V1_P0_C0__medium
002398,train,1242,375,11,8,3,8,0,0,True,False,False,False,False,V1_P0_C0,high,V1_P0_C0__high
002399,train,1242,375,17,14,3,13,0,1,True,False,True,False,False,V1_P0_C1,high,V1_P0_C1__high
002400,train,1242,375,10,6,4,3,0,3,True,False,True,False,False,V1_P0_C1,medium,V1_P0_C1__medium
002401,train,1242,375,2,2,0,2,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002402,train,1224,370,2,2,0,0,2,0,False,True,False,False,False,V0_P1_C0,low,V0_P1_C0__low
002403,train,1224,370,2,2,0,1,1,0,True,True,False,False,False,V1_P1_C0,low,V1_P1_C0__low
002404,val,1242,375,10,9,1,6,0,3,True,False,True,False,False,V1_P0_C1,high,V1_P0_C1__high
002405,train,1242,375,12,10,2,7,3,0,True,True,False,False,False,V1_P1_C0,high,V1_P1_C0__high
002406,train,1224,370,7,5,2,5,0,0,True,False,False,False,False,V1_P0_C0,medium,V1_P0_C0__medium
002407,train,1242,375,9,9,0,9,0,0,True,False,False,False,False,V1_P0_C0,high,V1_P0_C0__high
002408,train,1224,370,1,1,0,0,1,0,False,True,False,False,False,V0_P1_C0,low,V0_P1_C0__low
002409,train,1242,375,13,12,1,12,0,0,True,False,False,False,False,V1_P0_C0,high,V1_P0_C0__high
002410,train,1224,370,4,4,0,0,4,0,False,True,False,False,False,V0_P1_C0,medium,V0_P1_C0__medium
002411,train,1242,375,2,1,1,1,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002412,train,1242,375,4,4,0,4,0,0,True,False,False,False,False,V1_P0_C0,medium,V1_P0_C0__medium
002413,train,1242,375,12,10,2,10,0,0,True,False,False,False,False,V1_P0_C0,high,V1_P0_C0__high
002414,train,1242,375,13,11,2,11,0,0,True,False,False,False,False,V1_P0_C0,high,V1_P0_C0__high
002415,val,1242,375,6,6,0,6,0,0,True,False,False,False,False,V1_P0_C0,medium,V1_P0_C0__medium
002416,train,1242,375,10,9,1,8,0,1,True,False,True,False,False,V1_P0_C1,high,V1_P0_C1__high
002417,train,1242,375,1,1,0,1,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002418,train,1242,375,9,6,3,3,0,3,True,False,True,False,False,V1_P0_C1,medium,V1_P0_C1__medium
002419,train,1242,375,10,9,1,9,0,0,True,False,False,False,False,V1_P0_C0,high,V1_P0_C0__high
002420,train,1242,375,5,4,1,3,1,0,True,True,False,False,False,V1_P1_C0,medium,V1_P1_C0__medium
002421,train,1242,375,4,3,1,3,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002422,train,1242,375,7,7,0,6,0,1,True,False,True,False,False,V1_P0_C1,high,V1_P0_C1__high
002423,train,1242,375,6,5,1,5,0,0,True,False,False,False,False,V1_P0_C0,medium,V1_P0_C0__medium
002424,val,1224,370,3,3,0,0,2,1,False,True,True,False,False,V0_P1_C1,low,V0_P1_C1__low
002425,train,1242,375,5,1,4,1,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002426,train,1242,375,3,1,2,1,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002427,train,1242,375,8,6,2,6,0,0,True,False,False,False,False,V1_P0_C0,medium,V1_P0_C0__medium
002428,train,1242,375,5,3,2,3,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002429,train,1242,375,1,1,0,1,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002430,train,1242,375,2,1,1,1,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002431,train,1242,375,2,1,1,1,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002432,train,1242,375,6,3,3,3,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002433,train,1242,375,10,7,3,7,0,0,True,False,False,False,False,V1_P0_C0,high,V1_P0_C0__high
002434,val,1242,375,4,2,2,2,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002435,train,1242,375,13,11,2,10,1,0,True,True,False,False,False,V1_P1_C0,high,V1_P1_C0__high
002436,train,1242,375,7,4,3,4,0,0,True,False,False,False,False,V1_P0_C0,medium,V1_P0_C0__medium
002437,val,1238,374,5,5,0,5,0,0,True,False,False,False,False,V1_P0_C0,medium,V1_P0_C0__medium
002438,train,1242,375,4,2,2,2,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002439,val,1242,375,5,4,1,4,0,0,True,False,False,False,False,V1_P0_C0,medium,V1_P0_C0__medium
002440,train,1238,374,12,11,1,0,10,1,False,True,True,False,False,V0_P1_C1,high,V0_P1_C1__high
002441,train,1242,375,15,13,2,13,0,0,True,False,False,False,False,V1_P0_C0,high,V1_P0_C0__high
002442,train,1242,375,4,3,1,3,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002443,train,1242,375,8,5,3,5,0,0,True,False,False,False,False,V1_P0_C0,medium,V1_P0_C0__medium
002444,val,1242,375,10,9,1,8,0,1,True,False,True,False,False,V1_P0_C1,high,V1_P0_C1__high
002445,train,1242,375,3,3,0,3,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002446,train,1242,375,10,7,3,7,0,0,True,False,False,False,False,V1_P0_C0,high,V1_P0_C0__high
002447,val,1242,375,2,1,1,1,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002448,train,1242,375,7,5,2,5,0,0,True,False,False,False,False,V1_P0_C0,medium,V1_P0_C0__medium
002449,train,1242,375,15,13,2,13,0,0,True,False,False,False,False,V1_P0_C0,high,V1_P0_C0__high
002450,train,1242,375,12,11,1,11,0,0,True,False,False,False,False,V1_P0_C0,high,V1_P0_C0__high
002451,train,1242,375,4,3,1,3,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002452,train,1242,375,16,15,1,15,0,0,True,False,False,False,False,V1_P0_C0,high,V1_P0_C0__high
002453,train,1242,375,4,1,3,1,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002454,train,1242,375,13,9,4,9,0,0,True,False,False,False,False,V1_P0_C0,high,V1_P0_C0__high
002455,train,1242,375,9,8,1,8,0,0,True,False,False,False,False,V1_P0_C0,high,V1_P0_C0__high
002456,val,1224,370,1,1,0,0,1,0,False,True,False,False,False,V0_P1_C0,low,V0_P1_C0__low
002457,train,1242,375,2,1,1,0,1,0,False,True,False,False,False,V0_P1_C0,low,V0_P1_C0__low
002458,train,1242,375,4,3,1,3,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002459,train,1242,375,17,15,2,15,0,0,True,False,False,False,False,V1_P0_C0,high,V1_P0_C0__high
002460,train,1242,375,5,4,1,3,1,0,True,True,False,False,False,V1_P1_C0,medium,V1_P1_C0__medium
002461,train,1241,376,9,7,2,7,0,0,True,False,False,False,False,V1_P0_C0,high,V1_P0_C0__high
002462,val,1242,375,7,6,1,6,0,0,True,False,False,False,False,V1_P0_C0,medium,V1_P0_C0__medium
002463,val,1242,375,3,1,2,1,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002464,train,1242,375,5,1,4,1,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002465,train,1242,375,14,13,1,8,3,2,True,True,True,False,False,V1_P1_C1,high,V1_P1_C1__high
002466,train,1242,375,7,2,5,2,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002467,val,1242,375,2,1,1,1,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002468,train,1242,375,12,9,3,9,0,0,True,False,False,False,False,V1_P0_C0,high,V1_P0_C0__high
002469,train,1242,375,1,1,0,1,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002470,val,1242,375,5,4,1,4,0,0,True,False,False,False,False,V1_P0_C0,medium,V1_P0_C0__medium
002471,train,1242,375,18,16,2,13,3,0,True,True,False,False,False,V1_P1_C0,high,V1_P1_C0__high
002472,train,1242,375,6,4,2,4,0,0,True,False,False,False,False,V1_P0_C0,medium,V1_P0_C0__medium
002473,train,1242,375,10,7,3,7,0,0,True,False,False,False,False,V1_P0_C0,high,V1_P0_C0__high
002474,val,1242,375,12,8,4,8,0,0,True,False,False,False,False,V1_P0_C0,high,V1_P0_C0__high
002475,train,1242,375,2,1,1,1,0,0,True,False,False,False,False,V1_P0_C0,low,V1_P0_C0__low
002476,train,1242,375,12,11,1,7,2,2,True,True,True,False,False,V1_P1_C1,high,V1_P1_C1__high
002477,train,1238,374,15,13,2,3,10,0,True,True,False,False,False,V1_P1_C0,high,V1_P1_C0__high
002478,train,1224,370,1,1,0,0,1,0,False,True,False,False,False,V0_P1_C0,low,V0_P1_C0__low
002479,train,1242,375,8,6,2,6,0,0,True,False,False,False,False,V1_P0_C0,medium,V1_P0_C0__medium
002480,train,1242,375,5,3,2,1,1,1,True,True,True,False,False,V1_P1_C1,low,V1_P1_C1__low
